Emisiones (t CO2 eq / MWh)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos
"2024-01-09 21:00","0","0","569","5734","0","0","0","0","0","285","106","211","-4.1","655",
"2024-01-09 21:05","0","0","551","5874","0","0","0","0","0","285","110","215","-4.1","654",
"2024-01-09 21:10","0","0","515","5894","0","0","0","0","0","286","108","218","-4.1","654",
"2024-01-09 21:15","0","0","518","5883","0","0","0","0","0","284","117","217","-4.1","653",
"2024-01-09 21:20","0","0","518","5871","0","0","0","0","0","285","115","217","-4.1","652",
"2024-01-09 21:25","0","0","517","5848","0","0","0","0","0","282","117","217","-4.1","652",
"2024-01-09 21:30","0","0","519","5832","0","0","0","0","0","284","113","217","-4.1","653",
"2024-01-09 21:35","0","0","525","5725","0","0","0","0","0","282","111","217","0","654",
"2024-01-09 21:40","0","0","513","5644","0","0","0","0","0","282","115","217","-4.1","653",
"2024-01-09 21:45","0","0","521","5559","0","0","0","0","0","280","114","217","0","651",
"2024-01-09 21:50","0","0","522","5506","0","0","0","0","0","281","113","217","0","652",
"2024-01-09 21:55","0","0","513","5462","0","0","0","0","0","281","113","217","-4.1","654",
"2024-01-09 22:00","0","0","516","5472","0","0","0","0","0","278","114","215","0","654",
"2024-01-09 22:05","0","0","511","5626","0","0","0","0","0","277","114","211","0","654",
"2024-01-09 22:10","0","0","498","5544","0","0","0","0","0","272","113","208","-4.1","652",
"2024-01-09 22:15","0","0","488","5494","0","0","0","0","0","271","101","206","0","651",
"2024-01-09 22:20","0","0","481","5435","0","0","0","0","0","266","89","205","-4.1","650",
"2024-01-09 22:25","0","0","481","5406","0","0","0","0","0","265","87","205","-4.1","648",
"2024-01-09 22:30","0","0","483","5306","0","0","0","0","0","261","82","204","-4.1","649",
"2024-01-09 22:35","0","0","481","5224","0","0","0","0","0","265","63","205","-4.1","647",
"2024-01-09 22:40","0","0","485","5175","0","0","0","0","0","264","61","205","0","647",
"2024-01-09 22:45","0","0","488","5116","0","0","0","0","0","262","67","205","0","648",
"2024-01-09 22:50","0","0","488","4941","0","0","0","0","0","259","67","198","-3.4","648",
"2024-01-09 22:55","0","0","484","4810","0","0","0","0","0","256","66","187","-3.4","647",
"2024-01-09 23:00","0","0","486","4841","0","0","0","0","0","250","75","178","-3.4","649",
"2024-01-09 23:05","0","0","484","4872","0","0","0","0","0","240","80","169","0","647",
"2024-01-09 23:10","0","0","465","4814","0","0","0","0","0","232","78","168","-3.4","644",
"2024-01-09 23:15","0","0","454","4767","0","0","0","0","0","226","76","167","-3.4","643",
"2024-01-09 23:20","0","0","449","4684","0","0","0","0","0","222","77","163","-3.4","642",
"2024-01-09 23:25","0","0","447","4635","0","0","0","0","0","222","75","158","-3.4","641",
"2024-01-09 23:30","0","0","448","4561","0","0","0","0","0","220","70","155","-3.4","642",
"2024-01-09 23:35","0","0","451","4449","0","0","0","0","0","219","53","152","0","641",
"2024-01-09 23:40","0","0","451","4403","0","0","0","0","0","216","46","153","0","640",
"2024-01-09 23:45","0","0","447","4318","0","0","0","0","0","215","46","146","-2.7","639",
"2024-01-09 23:50","0","0","447","4178","0","0","0","0","0","211","46","139","-2.7","640",
"2024-01-09 23:55","0","0","448","4104","0","0","0","0","0","201","46","139","-2.7","636",
