Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2022-12-24 21:00","26868","26500","26520",
"2022-12-24 21:05","26616","26501","26520",
"2022-12-24 21:10","26545","26387","26520",
"2022-12-24 21:15","26459","26158","26030",
"2022-12-24 21:20","26307","25882","26030",
"2022-12-24 21:25","26028","25628","26030",
"2022-12-24 21:30","25795","25396","25100",
"2022-12-24 21:35","25488","25173","25100",
"2022-12-24 21:40","25184","24943","25100",
"2022-12-24 21:45","24848","24707","24520",
"2022-12-24 21:50","24650","24466","24520",
"2022-12-24 21:55","24297","24220","24520",
"2022-12-24 22:00","24032","23967","23097",
"2022-12-24 22:05","23802","23727","23097",
"2022-12-24 22:10","23572","23517","23097",
"2022-12-24 22:15","23398","23337","22884",
"2022-12-24 22:20","23170","23173","22884",
"2022-12-24 22:25","23078","23012","22884",
"2022-12-24 22:30","22899","22852","22884",
"2022-12-24 22:35","22782","22701","22884",
"2022-12-24 22:40","22649","22561","22884",
"2022-12-24 22:45","22546","22434","21984",
"2022-12-24 22:50","22448","22316","21984",
"2022-12-24 22:55","22303","22204","21984",
"2022-12-24 23:00","22179","22098","21815",
"2022-12-24 23:05","22009","22005","21815",
"2022-12-24 23:10","21890","21932","21815",
"2022-12-24 23:15","21781","21878","21515",
"2022-12-24 23:20","21736","21833","21515",
"2022-12-24 23:25","21654","21787","21515",
"2022-12-24 23:30","21626","21740","21315",
"2022-12-24 23:35","21564","21705","21315",
"2022-12-24 23:40","21578","21695","21315",
"2022-12-24 23:45","21578","21709","21290",
"2022-12-24 23:50","21537","21696","21290",
"2022-12-24 23:55","21396","21606","21290",
"2022-12-25 00:00","21349","21438","20995",
"2022-12-25 00:05","21296","21270","20995",
"2022-12-25 00:10","21252","21179","20995",
"2022-12-25 00:15","21248","21164","21023",
"2022-12-25 00:20","21235","21168","21023",
"2022-12-25 00:25","21150","21133","21023",
"2022-12-25 00:30","21086","21058","20723",
"2022-12-25 00:35","21000","20967","20723",
"2022-12-25 00:40","20907","20884","20723",
"2022-12-25 00:45","20872","20809","20423",
"2022-12-25 00:50","20783","20732","20423",
"2022-12-25 00:55","20668","20645","20423",
"2022-12-25 01:00","20594","20548","20456",
"2022-12-25 01:05","20479","20449","20456",
"2022-12-25 01:10","20405","20355","20456",
"2022-12-25 01:15","20352","20267","20056",
"2022-12-25 01:20","20240","20180","20056",
"2022-12-25 01:25","20102","20087","20056",
"2022-12-25 01:30","20030","19990","19756",
"2022-12-25 01:35","19915","19893","19756",
"2022-12-25 01:40","19873","19803","19756",
"2022-12-25 01:45","19801","19720","19756",
"2022-12-25 01:50","19737","19639","19756",
"2022-12-25 01:55","19631","19555","19756",
"2022-12-25 02:00","19543","19468","18887",
"2022-12-25 02:05","19458","19377","18887",
"2022-12-25 02:10","19345","19282","18887",
"2022-12-25 02:15","19280","19181","18887",
"2022-12-25 02:20","19191","19077","18887",
"2022-12-25 02:25","19041","18973","18887",
"2022-12-25 02:30","18962","18869","18587",
"2022-12-25 02:35","18867","18770","18587",
"2022-12-25 02:40","18780","18678","18587",
"2022-12-25 02:45","18690","18594","18087",
"2022-12-25 02:50","18657","18513","18087",
"2022-12-25 02:55","18514","18430","18087",
"2022-12-25 03:00","18434","18344","17249",
"2022-12-25 03:05","18300","18264","17249",
"2022-12-25 03:10","18228","18198","17249",
"2022-12-25 03:15","18146","18146","16821",
"2022-12-25 03:20","18137","18093","16821",
"2022-12-25 03:25","18055","18028","16821",
"2022-12-25 03:30","18034","17949","17349",
"2022-12-25 03:35","17900","17873","17349",
"2022-12-25 03:40","17856","17815","17349",
"2022-12-25 03:45","17821","17775","17321",
"2022-12-25 03:50","17764","17741","17321",
"2022-12-25 03:55","17719","17702","17321",
"2022-12-25 04:00","17656","17659","17786",
"2022-12-25 04:05","17603","17613","17786",
"2022-12-25 04:10","17518","17567","17786",
"2022-12-25 04:15","17538","17521","17379",
"2022-12-25 04:20","17518","17476","17379",
"2022-12-25 04:25","17421","17432","17379",
"2022-12-25 04:30","17425","17389","17304",
"2022-12-25 04:35","17389","17353","17304",
