Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2024-01-19 21:00","36484","36514","36137",
"2024-01-19 21:05","36252","36626","36137",
"2024-01-19 21:10","36234","36575","36137",
"2024-01-19 21:15","36249","36363","36037",
"2024-01-19 21:20","36036","36079","36037",
"2024-01-19 21:25","35704","35818","36037",
"2024-01-19 21:30","35525","35577","35302",
"2024-01-19 21:35","35085","35337","35302",
"2024-01-19 21:40","34977","35077","35302",
"2024-01-19 21:45","34993","34797","34437",
"2024-01-19 21:50","34662","34503","34437",
"2024-01-19 21:55","34448","34201","34437",
"2024-01-19 22:00","34034","33890","33186",
"2024-01-19 22:05","33608","33576","33186",
"2024-01-19 22:10","33350","33268","33186",
"2024-01-19 22:15","33110","32963","32666",
"2024-01-19 22:20","32958","32658","32666",
"2024-01-19 22:25","32647","32349","32666",
"2024-01-19 22:30","32369","32035","31766",
"2024-01-19 22:35","32188","31735","31766",
"2024-01-19 22:40","31760","31470","31766",
"2024-01-19 22:45","31692","31238","31266",
"2024-01-19 22:50","31469","30977","31266",
"2024-01-19 22:55","31299","30627","31266",
"2024-01-19 23:00","31044","30185","29958",
"2024-01-19 23:05","30681","29764","29958",
"2024-01-19 23:10","30467","29473","29958",
"2024-01-19 23:15","30151","29313","29578",
"2024-01-19 23:20","29994","29210","29578",
"2024-01-19 23:25","29760","29092","29578",
"2024-01-19 23:30","29438","28959","29372",
"2024-01-19 23:35","29227","28818","29372",
"2024-01-19 23:40","29062","28673","29372",
"2024-01-19 23:45","28934","28525","28694",
"2024-01-19 23:50","28785","28408","28694",
"2024-01-19 23:55","28301","28355","28694",
"2024-01-20 00:00","28369","28366","28468",
"2024-01-20 00:05","28812","28366","28468",
"2024-01-20 00:10","28638","28279","28468",
"2024-01-20 00:15","28548","28104","27781",
"2024-01-20 00:20","28208","27894","27781",
"2024-01-20 00:25","27817","27704","27781",
"2024-01-20 00:30","27673","27533","27323",
"2024-01-20 00:35","27629","27374","27323",
"2024-01-20 00:40","27649","27221","27323",
"2024-01-20 00:45","27430","27073","26891",
"2024-01-20 00:50","26939","26910","26891",
"2024-01-20 00:55","26834","26711","26891",
"2024-01-20 01:00","26567","26476","26335",
"2024-01-20 01:05","26375","26245","26335",
"2024-01-20 01:10","26468","26055","26335",
"2024-01-20 01:15","26209","25908","25695",
"2024-01-20 01:20","26057","25781","25695",
"2024-01-20 01:25","25985","25650","25695",
"2024-01-20 01:30","25796","25518","25385",
"2024-01-20 01:35","25569","25384","25385",
