Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2024-06-30 21:00","28217","28369","28429",
"2024-06-30 21:05","28548","28549","28429",
"2024-06-30 21:10","28615","28671","28429",
"2024-06-30 21:15","28667","28733","28519",
"2024-06-30 21:20","28339","28773","28519",
"2024-06-30 21:25","28463","28829","28519",
"2024-06-30 21:30","28759","28901","28819",
"2024-06-30 21:35","28783","28965","28819",
"2024-06-30 21:40","28796","28995","28819",
"2024-06-30 21:45","28846","28991","28969",
"2024-06-30 21:50","29156","29005","28969",
"2024-06-30 21:55","29648","29087","28969",
"2024-06-30 22:00","29370","29237","29183",
"2024-06-30 22:05","29319","29373","29183",
"2024-06-30 22:10","29454","29415","29183",
"2024-06-30 22:15","29259","29361","29176",
"2024-06-30 22:20","29200","29259","29176",
"2024-06-30 22:25","29046","29152","29176",
"2024-06-30 22:30","29144","29042","28690",
"2024-06-30 22:35","29000","28923","28690",
"2024-06-30 22:40","28910","28790","28690",
"2024-06-30 22:45","28552","28645","28290",
"2024-06-30 22:50","28422","28475","28290",
"2024-06-30 22:55","28070","28268","28290",
"2024-06-30 23:00","28163","28024","27649",
"2024-06-30 23:05","28207","27778","27649",
"2024-06-30 23:10","28036","27563","27649",
"2024-06-30 23:15","27883","27380","27170",
"2024-06-30 23:20","27623","27211","27170",
"2024-06-30 23:25","27401","27036","27170",
"2024-06-30 23:30","27142","26858","26690",
"2024-06-30 23:35","27050","26680","26690",
"2024-06-30 23:40","26937","26509","26690",
"2024-06-30 23:45","26682","26344","26248",
"2024-06-30 23:50","26715","26184","26248",
"2024-06-30 23:55","26484","26026","26248",
"2024-07-01 00:00","26071","25870","25607",
"2024-07-01 00:05","26150","25716","25607",
"2024-07-01 00:10","25928","25563","25607",
"2024-07-01 00:15","25625","25412","25387",
"2024-07-01 00:20","25509","25264","25387",
"2024-07-01 00:25","25340","25119","25387",
"2024-07-01 00:30","25126","24978","24837",
"2024-07-01 00:35","25057","24844","24837",
"2024-07-01 00:40","24719","24718","24837",
"2024-07-01 00:45","24862","24600","24509",
"2024-07-01 00:50","24613","24480","24509",
"2024-07-01 00:55","24499","24346","24509",
"2024-07-01 01:00","24436","24198","23985",
"2024-07-01 01:05","24265","24054","23985",
"2024-07-01 01:10","24163","23932","23985",
"2024-07-01 01:15","23983","23830","23721",
"2024-07-01 01:20","23812","23740","23721",
"2024-07-01 01:25","23851","23650","23721",
"2024-07-01 01:30","23826","23561","23269",
"2024-07-01 01:35","23702","23472","23269",
"2024-07-01 01:40","23467","23384","23269",
"2024-07-01 01:45","23464","23298","23369",
"2024-07-01 01:50","23466","23219","23369",
"2024-07-01 01:55","23331","23155","23369",
"2024-07-01 02:00","23324","23105","22915",
