Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2024-03-09 21:00","33086","33104","33325",
"2024-03-09 21:05","33336","33078","33325",
"2024-03-09 21:10","33369","33009","33325",
"2024-03-09 21:15","33234","32897","32905",
"2024-03-09 21:20","32932","32760","32905",
"2024-03-09 21:25","32824","32616","32905",
"2024-03-09 21:30","32952","32464","32715",
"2024-03-09 21:35","32688","32302","32715",
"2024-03-09 21:40","32375","32124","32715",
"2024-03-09 21:45","31985","31931","32015",
"2024-03-09 21:50","31970","31732","32015",
"2024-03-09 21:55","31722","31538","32015",
"2024-03-09 22:00","31528","31349","31087",
"2024-03-09 22:05","31361","31159","31087",
"2024-03-09 22:10","30979","30960","31087",
"2024-03-09 22:15","30809","30754","30487",
"2024-03-09 22:20","30725","30544","30487",
"2024-03-09 22:25","30358","30335","30487",
"2024-03-09 22:30","30055","30129","29767",
"2024-03-09 22:35","29745","29919","29767",
"2024-03-09 22:40","29608","29703","29767",
"2024-03-09 22:45","29509","29481","29277",
"2024-03-09 22:50","29257","29266","29277",
"2024-03-09 22:55","29107","29071","29277",
"2024-03-09 23:00","28934","28898","28187",
"2024-03-09 23:05","28727","28723","28187",
"2024-03-09 23:10","28234","28525","28187",
"2024-03-09 23:15","27965","28305","27686",
"2024-03-09 23:20","28032","28076","27686",
"2024-03-09 23:25","27631","27856","27686",
"2024-03-09 23:30","27463","27644","27281",
"2024-03-09 23:35","27411","27435","27281",
"2024-03-09 23:40","27207","27223","27281",
"2024-03-09 23:45","27200","27009","26473",
"2024-03-09 23:50","26937","26802","26473",
"2024-03-09 23:55","26652","26610","26473",
"2024-03-10 00:00","26398","26433","26099",
"2024-03-10 00:05","26274","26261","26099",
"2024-03-10 00:10","26070","26081","26099",
"2024-03-10 00:15","25900","25894","25499",
"2024-03-10 00:20","25730","25706","25499",
"2024-03-10 00:25","25657","25520","25499",
"2024-03-10 00:30","25662","25338","25081",
"2024-03-10 00:35","25508","25162","25081",
"2024-03-10 00:40","25405","24995","25081",
