Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2023-09-20 21:00","33274","33328","33582",
"2023-09-20 21:05","33079","33556","33582",
"2023-09-20 21:10","33017","33582","33582",
"2023-09-20 21:15","32762","33406","33283",
"2023-09-20 21:20","32897","33141","33283",
"2023-09-20 21:25","32501","32898","33283",
"2023-09-20 21:30","32500","32677","32273",
"2023-09-20 21:35","32162","32461","32273",
"2023-09-20 21:40","31869","32232","32273",
"2023-09-20 21:45","31430","31991","30777",
"2023-09-20 21:50","31241","31717","30777",
"2023-09-20 21:55","31037","31391","30777",
"2023-09-20 22:00","30460","31013","30131",
"2023-09-20 22:05","30104","30641","30131",
"2023-09-20 22:10","29858","30334","30131",
"2023-09-20 22:15","29725","30093","29631",
"2023-09-20 22:20","29466","29876","29631",
"2023-09-20 22:25","29321","29641","29631",
"2023-09-20 22:30","28888","29387","28631",
"2023-09-20 22:35","28611","29140","28631",
"2023-09-20 22:40","28342","28927","28631",
"2023-09-20 22:45","28019","28746","28121",
"2023-09-20 22:50","27843","28540","28121",
"2023-09-20 22:55","27794","28248","28121",
"2023-09-20 23:00","27584","27869","27429",
"2023-09-20 23:05","27381","27501","27429",
"2023-09-20 23:10","27048","27239","27429",
"2023-09-20 23:15","27074","27084","26162",
"2023-09-20 23:20","26835","26970","26162",
"2023-09-20 23:25","26596","26831","26162",
"2023-09-20 23:30","26281","26666","26072",
"2023-09-20 23:35","26035","26504","26072",
"2023-09-20 23:40","25818","26372","26072",
"2023-09-20 23:45","25798","26269","25262",
"2023-09-20 23:50","25637","26149","25262",
"2023-09-20 23:55","25520","25964","25262",
"2023-09-21 00:00","25274","25714","24975",
"2023-09-21 00:05","25118","25463","24975",
"2023-09-21 00:10","25159","25276","24975",
"2023-09-21 00:15","25159","25152","24661",
"2023-09-21 00:20","24985","25054","24661",
"2023-09-21 00:25","24857","24941","24661",
"2023-09-21 00:30","24671","24816","24407",
"2023-09-21 00:35","24521","24691","24407",
"2023-09-21 00:40","24639","24580","24407",
"2023-09-21 00:45","24496","24483","24158",
"2023-09-21 00:50","24403","24383","24158",
"2023-09-21 00:55","24241","24263","24158",
"2023-09-21 01:00","24186","24123","23912",
"2023-09-21 01:05","24187","23987","23912",
"2023-09-21 01:10","23964","23877","23912",
"2023-09-21 01:15","23681","23795","23810",
"2023-09-21 01:20","23785","23724","23810",
"2023-09-21 01:25","23713","23649","23810",
"2023-09-21 01:30","23615","23570","23518",
"2023-09-21 01:35","23462","23492","23518",
"2023-09-21 01:40","23273","23422","23518",
"2023-09-21 01:45","23292","23360","23301",
"2023-09-21 01:50","23435","23297","23301",
"2023-09-21 01:55","23213","23224","23301",
"2023-09-21 02:00","23016","23139","23105",
"2023-09-21 02:05","22739","23057","23105",
"2023-09-21 02:10","22780","22991","23105",
"2023-09-21 02:15","22667","22939","23036",
"2023-09-21 02:20","22854","22895","23036",
"2023-09-21 02:25","22943","22850","23036",
"2023-09-21 02:30","22851","22803","22500",
"2023-09-21 02:35","22577","22757","22500",
"2023-09-21 02:40","22368","22715","22500",
"2023-09-21 02:45","22516","22678","22443",
"2023-09-21 02:50","22647","22642","22443",
"2023-09-21 02:55","22618","22604","22443",
"2023-09-21 03:00","22343","22565","22293",
"2023-09-21 03:05","22346","22528","22293",
"2023-09-21 03:10","22530","22499","22293",
"2023-09-21 03:15","22552","22476","22259",
"2023-09-21 03:20","22398","22456","22259",
"2023-09-21 03:25","22323","22435","22259",
"2023-09-21 03:30","22304","22414","22304",
"2023-09-21 03:35","22393","22395","22304",
"2023-09-21 03:40","22423","22383","22304",
"2023-09-21 03:45","22285","22377","22293",
"2023-09-21 03:50","22083","22367","22293",
"2023-09-21 03:55","22152","22342","22293",
"2023-09-21 04:00","22292","22301","22266",
"2023-09-21 04:05","22281","22260","22266",
"2023-09-21 04:10","22186","22231","22266",
"2023-09-21 04:15","22234","22215","22259",
"2023-09-21 04:20","22316","22202","22259",
"2023-09-21 04:25","22265","22183","22259",
"2023-09-21 04:30","21956","22158","21973",
"2023-09-21 04:35","22167","22144","21973",
"2023-09-21 04:40","22064","22156","21973",
"2023-09-21 04:45","22054","22195","22164",
"2023-09-21 04:50","22368","22216","22164",
"2023-09-21 04:55","22066","22174","22164",
"2023-09-21 05:00","21962","22069","22258",
"2023-09-21 05:05","22512","21979","22258",
"2023-09-21 05:10","22418","21983","22258",
"2023-09-21 05:15","22316","22082","22655",
"2023-09-21 05:20","22533","22223","22655",
"2023-09-21 05:25","22599","22354","22655",
"2023-09-21 05:30","22649","22475","22872",
"2023-09-21 05:35","22676","22605","22872",
"2023-09-21 05:40","22767","22761","22872",
"2023-09-21 05:45","22777","22945","23109",
"2023-09-21 05:50","22809","23131","23109",
"2023-09-21 05:55","23189","23297","23109",
"2023-09-21 06:00","23367","23442","24162",
"2023-09-21 06:05","23770","23602","24162",
"2023-09-21 06:10","24079","23810","24162",
"2023-09-21 06:15","24259","24068","24753",
"2023-09-21 06:20","24570","24352","24753",
"2023-09-21 06:25","24719","24640","24753",
"2023-09-21 06:30","24891","24932","25374",
"2023-09-21 06:35","25048","25211","25374",
"2023-09-21 06:40","25429","25460","25374",
"2023-09-21 06:45","25847","25678","26301",
"2023-09-21 06:50","26018","25939","26301",
"2023-09-21 06:55","26080","26318","26301",
"2023-09-21 07:00","26309","26814","27535",
"2023-09-21 07:05","27277","27295","27535",
"2023-09-21 07:10","27668","27629","27535",
"2023-09-21 07:15","27659","27814","28213",
"2023-09-21 07:20","28001","27938","28213",
"2023-09-21 07:25","28014","28085","28213",
"2023-09-21 07:30","28289","28254","28713",
"2023-09-21 07:35","28694","28421","28713",
"2023-09-21 07:40","28657","28559","28713",
"2023-09-21 07:45","28959","28668","29013",
"2023-09-21 07:50","29091","28771","29013",
"2023-09-21 07:55","28961","28892","29013",
"2023-09-21 08:00","29080","29031","29298",
"2023-09-21 08:05","29123","29159","29298",
"2023-09-21 08:10","29343","29248","29298",
"2023-09-21 08:15","29493","29299","29498",
"2023-09-21 08:20","29730","29331","29498",
"2023-09-21 08:25","29889","29362","29498",
"2023-09-21 08:30","29804","29392","29528",
"2023-09-21 08:35","29714","29416","29528",
"2023-09-21 08:40","29733","29431","29528",
"2023-09-21 08:45","29823","29436","29628",
"2023-09-21 08:50","29734","29439","29628",
"2023-09-21 08:55","29775","29449","29628",
"2023-09-21 09:00","29744","29466","29787",
"2023-09-21 09:05","29694","29484","29787",
"2023-09-21 09:10","29890","29498","29787",
"2023-09-21 09:15","30086","29508","29867",
"2023-09-21 09:20","30046","29518","29867",
"2023-09-21 09:25","29976","29532","29867",
"2023-09-21 09:30","30094","29549","29740",
"2023-09-21 09:35","29926","29568","29740",
"2023-09-21 09:40","29988","29583","29740",
"2023-09-21 09:45","29799","29596","29927",
"2023-09-21 09:50","29968","29613","29927",
"2023-09-21 09:55","29939","29641","29927",
"2023-09-21 10:00","29741","29680","29951",
"2023-09-21 10:05","29554","29718","29951",
"2023-09-21 10:10","29711","29741","29951",
"2023-09-21 10:15","29701","29751","29969",
"2023-09-21 10:20","29932","29756","29969",
"2023-09-21 10:25","29842","29770","29969",
"2023-09-21 10:30","29757","29790","30001",
"2023-09-21 10:35","29705","29801","30001",
"2023-09-21 10:40","30125","29786","30001",
"2023-09-21 10:45","30312","29744","30001",
"2023-09-21 10:50","30186","29736","30001",
"2023-09-21 10:55","30091","29820","30001",
"2023-09-21 11:00","29853","29996","30301",
"2023-09-21 11:05","29985","30175","30301",
"2023-09-21 11:10","30221","30265","30301",
"2023-09-21 11:15","29938","30268","30206",
"2023-09-21 11:20","29920","30235","30206",
"2023-09-21 11:25","29723","30218","30206",
"2023-09-21 11:30","29815","30219","29923",
"2023-09-21 11:35","29978","30240","29923",
"2023-09-21 11:40","29931","30287","29923",
"2023-09-21 11:45","29890","30359","30298",
"2023-09-21 11:50","30038","30388","30298",
"2023-09-21 11:55","29821","30303","30298",
"2023-09-21 12:00","29769","30105","30113",
"2023-09-21 12:05","29911","29910","30113",
"2023-09-21 12:10","30045","29835","30113",
"2023-09-21 12:15","30258","29879","30137",
"2023-09-21 12:20","29950","29969","30137",
"2023-09-21 12:25","30073","30030","30137",
"2023-09-21 12:30","30264","30061","30181",
"2023-09-21 12:35","30538","30077","30181",
"2023-09-21 12:40","30652","30090","30181",
"2023-09-21 12:45","30556","30101","30220",
"2023-09-21 12:50","30422","30125","30220",
"2023-09-21 12:55","30594","30177","30220",
"2023-09-21 13:00","30457","30259","30495",
"2023-09-21 13:05","30581","30331","30495",
"2023-09-21 13:10","30415","30356","30495",
"2023-09-21 13:15","30668","30333","30400",
"2023-09-21 13:20","31114","30292","30400",
"2023-09-21 13:25","31080","30259","30400",
"2023-09-21 13:30","30703","30234","30340",
"2023-09-21 13:35","30717","30206","30340",
"2023-09-21 13:40","30856","30160","30340",
"2023-09-21 13:45","30707","30096","30717",
"2023-09-21 13:50","30427","30043","30717",
"2023-09-21 13:55","30402","30032","30717",
"2023-09-21 14:00","30250","30060","30703",
"2023-09-21 14:05","30578","30086","30703",
"2023-09-21 14:10","30739","30067","30703",
"2023-09-21 14:15","30838","30001","30042",
"2023-09-21 14:20","30500","29919","30042",
"2023-09-21 14:25","30529","29852","30042",
"2023-09-21 14:30","30263","29800","29893",
"2023-09-21 14:35","30196","29747","29893",
"2023-09-21 14:40","29973","29675","29893",
"2023-09-21 14:45","30165","29585","29938",
"2023-09-21 14:50","29765","29516","29938",
"2023-09-21 14:55","29846","29507","29938",
"2023-09-21 15:00","29784","29557","29929",
