Emisiones (t CO2 eq / MWh)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos
"2023-07-03 21:00","0","0","382","3293","0","0","0","0","0","232","359","114","0","615",
"2023-07-03 21:05","0","0","382","3218","0","0","0","0","0","235","351","118","0","615",
"2023-07-03 21:10","0","0","383","3188","0","0","0","0","0","235","358","120","0","616",
"2023-07-03 21:15","0","0","381","3193","0","0","0","0","0","237","351","124","0","616",
"2023-07-03 21:20","0","0","377","3199","0","0","0","0","0","237","357","129","0","615",
"2023-07-03 21:25","0","0","375","3211","0","0","0","0","0","240","362","130","0","612",
"2023-07-03 21:30","0","0","375","3236","0","0","0","0","0","241","361","129","0","611",
"2023-07-03 21:35","0","0","376","3249","0","0","0","0","0","241","355","130","0","610",
"2023-07-03 21:40","0","0","377","3263","0","0","0","0","0","241","356","132","0","610",
"2023-07-03 21:45","0","0","378","3259","0","0","0","0","0","240","351","133","0","611",
"2023-07-03 21:50","0","0","377","3280","0","0","0","0","0","241","334","132","0","611",
"2023-07-03 21:55","0","0","378","3287","0","0","0","0","0","240","327","132","0","612",
"2023-07-03 22:00","0","0","376","3294","0","0","0","0","0","239","327","136","0","611",
"2023-07-03 22:05","0","0","378","3333","0","0","0","0","0","241","309","138","0","606",
"2023-07-03 22:10","0","0","378","3353","0","0","0","0","0","241","303","140","0","607",
"2023-07-03 22:15","0","0","378","3367","0","0","0","0","0","241","298","141","0","606",
"2023-07-03 22:20","0","0","377","3360","0","0","0","0","0","242","295","143","0","607",
"2023-07-03 22:25","0","0","378","3335","0","0","0","0","0","240","295","147","0","607",
"2023-07-03 22:30","0","0","378","3323","0","0","0","0","0","240","294","148","0","607",
"2023-07-03 22:35","0","0","377","3322","0","0","0","0","0","238","292","147","0","609",
"2023-07-03 22:40","0","0","379","3294","0","0","0","0","0","239","289","147","0","607",
"2023-07-03 22:45","0","0","378","3292","0","0","0","0","0","239","287","147","0","608",
"2023-07-03 22:50","0","0","378","3302","0","0","0","0","0","239","285","147","0","611",
"2023-07-03 22:55","0","0","378","3288","0","0","0","0","0","237","284","147","0","615",
"2023-07-03 23:00","0","0","379","3311","0","0","0","0","0","235","278","156","0","617",
"2023-07-03 23:05","0","0","379","3397","0","0","0","0","0","229","277","161","0","616",
"2023-07-03 23:10","0","0","378","3475","0","0","0","0","0","224","260","161","0","616",
"2023-07-03 23:15","0","0","378","3515","0","0","0","0","0","220","246","161","0","615",
"2023-07-03 23:20","0","0","378","3529","0","0","0","0","0","217","233","160","0","617",
"2023-07-03 23:25","0","0","379","3546","0","0","0","0","0","214","227","160","0","617",
"2023-07-03 23:30","0","0","377","3560","0","0","0","0","0","213","217","164","0","613",
"2023-07-03 23:35","0","0","378","3528","0","0","0","0","0","213","196","163","0","611",
"2023-07-03 23:40","0","0","378","3488","0","0","0","0","0","209","181","158","0","612",
"2023-07-03 23:45","0","0","378","3493","0","0","0","0","0","209","162","155","0","611",
"2023-07-03 23:50","0","0","379","3511","0","0","0","0","0","207","156","149","0","616",
"2023-07-03 23:55","0","0","379","3480","0","0","0","0","0","207","152","145","0","617",
"2023-07-04 00:00","0","0","378","3508","0","0","0","0","0","203","147","141","0","615",
"2023-07-04 00:05","0","0","378","3627","0","0","0","0","0","209","134","137","0","615",
"2023-07-04 00:10","0","0","379","3644","0","0","0","0","0","209","130","137","0","614",
"2023-07-04 00:15","0","0","378","3607","0","0","0","0","0","209","121","137","0","613",
"2023-07-04 00:20","0","0","378","3575","0","0","0","0","0","206","119","138","0","614",
"2023-07-04 00:25","0","0","378","3527","0","0","0","0","0","204","110","137","0","614",
"2023-07-04 00:30","0","0","378","3447","0","0","0","0","0","203","100","137","0","615",
"2023-07-04 00:35","0","0","378","3427","0","0","0","0","0","201","94","131","0","612",
"2023-07-04 00:40","0","0","378","3438","0","0","0","0","0","199","92","124","0","615",
"2023-07-04 00:45","0","0","379","3411","0","0","0","0","0","198","92","117","0","616",
"2023-07-04 00:50","0","0","379","3371","0","0","0","0","0","198","92","113","0","611",
"2023-07-04 00:55","0","0","377","3363","0","0","0","0","0","197","92","113","0","615",
"2023-07-04 01:00","0","0","379","3303","0","0","0","0","0","196","88","113","0","616",
"2023-07-04 01:05","0","0","378","3375","0","0","0","0","0","194","79","113","0","614",
"2023-07-04 01:10","0","0","378","3366","0","0","0","0","0","192","78","112","0","613",
"2023-07-04 01:15","0","0","377","3413","0","0","0","0","0","191","78","111","0","614",
"2023-07-04 01:20","0","0","377","3452","0","0","0","0","0","188","78","112","0","614",
"2023-07-04 01:25","0","0","378","3476","0","0","0","0","0","186","69","113","0","614",
"2023-07-04 01:30","0","0","394","3468","0","0","0","0","0","187","65","113","0","614",
"2023-07-04 01:35","0","0","406","3451","0","0","0","0","0","186","57","113","0","614",
"2023-07-04 01:40","0","0","403","3411","0","0","0","0","0","185","56","113","0","615",
"2023-07-04 01:45","0","0","403","3370","0","0","0","0","0","184","56","114","0","616",
"2023-07-04 01:50","0","0","405","3375","0","0","0","0","0","184","56","114","0","615",
"2023-07-04 01:55","0","0","404","3376","0","0","0","0","0","182","52","113","0","611",
"2023-07-04 02:00","0","0","404","3376","0","0","0","0","0","182","49","113","0","614",
"2023-07-04 02:05","0","0","400","3413","0","0","0","0","0","181","46","113","0","617",
"2023-07-04 02:10","0","0","389","3432","0","0","0","0","0","180","45","114","0","612",
"2023-07-04 02:15","0","0","377","3424","0","0","0","0","0","182","45","113","0","618",
"2023-07-04 02:20","0","0","377","3397","0","0","0","0","0","182","46","113","0","618",
"2023-07-04 02:25","0","0","377","3382","0","0","0","0","0","180","45","114","0","618",
"2023-07-04 02:30","0","0","378","3363","0","0","0","0","0","175","46","113","0","617",
"2023-07-04 02:35","0","0","380","3357","0","0","0","0","0","172","45","113","0","616",
"2023-07-04 02:40","0","0","380","3343","0","0","0","0","0","170","45","113","0","617",
"2023-07-04 02:45","0","0","379","3329","0","0","0","0","0","168","45","113","0","615",
"2023-07-04 02:50","0","0","381","3271","0","0","0","0","0","167","45","113","0","616",
"2023-07-04 02:55","0","0","378","3272","0","0","0","0","0","166","45","114","0","617",
"2023-07-04 03:00","0","0","380","3289","0","0","0","0","0","167","45","113","0","617",
"2023-07-04 03:05","0","0","382","3284","0","0","0","0","0","165","45","113","0","616",
"2023-07-04 03:10","0","0","380","3271","0","0","0","0","0","167","45","113","0","614",
"2023-07-04 03:15","0","0","380","3271","0","0","0","0","0","165","45","113","0","615",
"2023-07-04 03:20","0","0","380","3228","0","0","0","0","0","164","45","111","0","615",
"2023-07-04 03:25","0","0","380","3226","0","0","0","0","0","164","45","111","0","615",
"2023-07-04 03:30","0","0","380","3216","0","0","0","0","0","164","44","111","0","614",
"2023-07-04 03:35","0","0","382","3215","0","0","0","0","0","164","45","110","0","612",
"2023-07-04 03:40","0","0","382","3206","0","0","0","0","0","163","45","110","0","613",
"2023-07-04 03:45","0","0","379","3183","0","0","0","0","0","163","45","110","0","611",
"2023-07-04 03:50","0","0","381","3193","0","0","0","0","0","162","45","110","0","611",
"2023-07-04 03:55","0","0","381","3153","0","0","0","0","0","163","45","111","0","614",
"2023-07-04 04:00","0","0","379","3147","0","0","0","0","0","163","44","111","0","614",
"2023-07-04 04:05","0","0","379","3170","0","0","0","0","0","165","45","111","0","613",
"2023-07-04 04:10","0","0","381","3155","0","0","0","0","0","163","44","111","0","614",
"2023-07-04 04:15","0","0","380","3143","0","0","0","0","0","163","45","111","0","614",
"2023-07-04 04:20","0","0","380","3152","0","0","0","0","0","163","45","111","0","614",
"2023-07-04 04:25","0","0","380","3161","0","0","0","0","0","163","44","111","0","614",
"2023-07-04 04:30","0","0","380","3142","0","0","0","0","0","162","45","111","0","615",
"2023-07-04 04:35","0","0","379","3155","0","0","0","0","0","163","45","111","0","614",
"2023-07-04 04:40","0","0","380","3195","0","0","0","0","0","160","45","111","0","614",
"2023-07-04 04:45","0","0","380","3173","0","0","0","0","0","162","44","111","0","613",
"2023-07-04 04:50","0","0","380","3176","0","0","0","0","0","161","45","111","0","613",
"2023-07-04 04:55","0","0","380","3187","0","0","0","0","0","161","45","111","0","612",
"2023-07-04 05:00","0","0","380","3174","0","0","0","0","0","161","45","111","0","614",
"2023-07-04 05:05","0","0","380","3178","0","0","0","0","0","161","45","111","0","615",
"2023-07-04 05:10","0","0","380","3205","0","0","0","0","0","161","44","111","0","616",
"2023-07-04 05:15","0","0","380","3200","0","0","0","0","0","160","45","111","0","616",
"2023-07-04 05:20","0","0","380","3212","0","0","0","0","0","160","44","111","0","615",
"2023-07-04 05:25","0","0","380","3199","0","0","0","0","0","160","44","111","0","616",
"2023-07-04 05:30","0","0","375","3178","0","0","0","0","0","160","44","109","0","616",
"2023-07-04 05:35","0","0","379","3195","0","0","0","0","0","162","44","111","0","607",
"2023-07-04 05:40","0","0","376","3252","0","0","0","0","0","163","45","111","0","609",
"2023-07-04 05:45","0","0","376","3243","0","0","0","0","0","162","45","111","0","606",
"2023-07-04 05:50","0","0","377","3264","0","0","0","0","0","163","44","111","0","610",
"2023-07-04 05:55","0","0","377","3284","0","0","0","0","0","167","49","112","0","611",
"2023-07-04 06:00","0","0","377","3258","0","0","0","0","0","167","56","111","0","611",
"2023-07-04 06:05","0","0","377","3223","0","0","0","0","0","171","55","111","0","612",
"2023-07-04 06:10","0","0","385","3213","0","0","0","0","0","170","56","111","0","611",
"2023-07-04 06:15","0","0","402","3193","0","0","0","0","0","171","57","111","0","611",
"2023-07-04 06:20","0","0","414","3160","0","0","0","0","0","170","56","111","0","610",
"2023-07-04 06:25","0","0","414","3152","0","0","0","0","0","170","57","111","0","612",
"2023-07-04 06:30","0","0","414","3160","0","0","0","0","0","171","57","111","0","616",
"2023-07-04 06:35","0","0","418","3186","0","0","0","0","0","173","56","110","0","618",
"2023-07-04 06:40","0","0","414","3206","0","0","0","0","0","173","57","114","0","609",
"2023-07-04 06:45","0","0","414","3215","0","0","0","0","0","174","57","121","0","609",
"2023-07-04 06:50","0","0","414","3263","0","0","0","0","0","174","55","121","0","605",
"2023-07-04 06:55","0","0","414","3278","0","0","0","0","0","175","55","121","0","607",
"2023-07-04 07:00","0","0","419","3299","0","0","0","0","0","179","58","121","0","610",
"2023-07-04 07:05","0","0","421","3313","0","0","0","0","0","180","57","121","0","611",
"2023-07-04 07:10","0","0","432","3321","0","0","0","0","0","184","57","121","0","610",
"2023-07-04 07:15","0","0","446","3341","0","0","0","0","0","184","57","121","0","607",
"2023-07-04 07:20","0","0","451","3382","0","0","0","0","0","183","57","121","0","611",
"2023-07-04 07:25","0","0","452","3375","0","0","0","0","0","187","57","121","0","609",
"2023-07-04 07:30","0","0","453","3394","0","0","0","0","0","189","58","121","0","612",
"2023-07-04 07:35","0","0","453","3384","0","0","0","0","0","192","57","121","0","610",
"2023-07-04 07:40","0","0","452","3413","0","0","0","0","0","190","56","120","0","610",
"2023-07-04 07:45","0","0","455","3402","0","0","0","0","0","190","56","122","0","610",
"2023-07-04 07:50","0","0","454","3319","0","0","0","0","0","190","64","125","0","611",
"2023-07-04 07:55","0","0","458","3291","0","0","0","0","0","190","71","128","0","612",
"2023-07-04 08:00","0","0","470","3296","0","0","0","0","0","192","75","130","0","614",
"2023-07-04 08:05","0","0","484","3405","0","0","0","0","0","197","82","132","0","615",
"2023-07-04 08:10","0","0","500","3444","0","0","0","0","0","196","82","133","0","616",
"2023-07-04 08:15","0","0","501","3401","0","0","0","0","0","199","86","135","0","615",
"2023-07-04 08:20","0","0","501","3351","0","0","0","0","0","200","86","135","0","618",
"2023-07-04 08:25","0","0","499","3274","0","0","0","0","0","201","87","135","0","617",
"2023-07-04 08:30","0","0","500","3137","0","0","0","0","0","202","90","135","0","618",
"2023-07-04 08:35","0","0","498","2966","0","0","0","0","0","204","91","137","0","616",
"2023-07-04 08:40","0","0","500","2880","0","0","0","0","0","206","98","139","0","615",
"2023-07-04 08:45","0","0","501","2834","0","0","0","0","0","208","101","145","0","613",
"2023-07-04 08:50","0","0","515","2715","0","0","0","0","0","207","106","152","0","610",
"2023-07-04 08:55","0","0","526","2660","0","0","0","0","0","209","108","159","0","606",
"2023-07-04 09:00","0","0","539","2686","0","0","0","0","0","210","107","164","0","605",
"2023-07-04 09:05","0","0","549","2733","0","0","0","0","0","214","117","158","0","603",
"2023-07-04 09:10","0","0","549","2768","0","0","0","0","0","216","127","151","0","595",
"2023-07-04 09:15","0","0","548","2700","0","0","0","0","0","218","134","149","0","591",
"2023-07-04 09:20","0","0","549","2606","0","0","0","0","0","216","139","149","0","593",
"2023-07-04 09:25","0","0","549","2548","0","0","0","0","0","219","139","149","0","593",
"2023-07-04 09:30","0","0","549","2511","0","0","0","0","0","220","145","149","0","594",
"2023-07-04 09:35","0","0","546","2452","0","0","0","0","0","221","143","154","0","588",
"2023-07-04 09:40","0","0","550","2388","0","0","0","0","0","224","148","158","0","586",
"2023-07-04 09:45","0","0","553","2279","0","0","0","0","0","224","149","162","0","584",
"2023-07-04 09:50","0","0","571","2248","0","0","0","0","0","227","152","166","0","586",
"2023-07-04 09:55","0","0","583","2207","0","0","0","0","0","228","149","166","0","584",
"2023-07-04 10:00","0","0","591","2205","0","0","0","0","0","228","146","166","0","582",
"2023-07-04 10:05","0","0","599","2255","0","0","0","0","0","231","155","166","0","577",
"2023-07-04 10:10","0","0","600","2197","0","0","0","0","0","231","154","166","0","576",
"2023-07-04 10:15","0","0","598","2152","0","0","0","0","0","234","150","166","0","574",
"2023-07-04 10:20","0","0","599","2132","0","0","0","0","0","236","153","166","0","569",
"2023-07-04 10:25","0","0","599","2104","0","0","0","0","0","233","151","166","0","571",
"2023-07-04 10:30","0","0","601","2066","0","0","0","0","0","236","153","166","0","574",
"2023-07-04 10:35","0","0","598","2032","0","0","0","0","0","235","153","166","0","577",
"2023-07-04 10:40","0","0","599","2026","0","0","0","0","0","235","154","166","0","576",
"2023-07-04 10:45","0","0","596","1960","0","0","0","0","0","237","154","166","0","572",
"2023-07-04 10:50","0","0","599","1933","0","0","0","0","0","235","153","167","0","573",
"2023-07-04 10:55","0","0","597","1945","0","0","0","0","0","235","151","166","0","579",
"2023-07-04 11:00","0","0","601","1851","0","0","0","0","0","237","154","167","0","571",
"2023-07-04 11:05","0","0","599","1888","0","0","0","0","0","235","155","161","0","573",
"2023-07-04 11:10","0","0","599","1898","0","0","0","0","0","236","151","159","0","573",
"2023-07-04 11:15","0","0","599","1910","0","0","0","0","0","235","156","157","0","573",
"2023-07-04 11:20","0","0","601","1867","0","0","0","0","0","235","157","157","0","571",
"2023-07-04 11:25","0","0","602","1843","0","0","0","0","0","234","154","158","0","571",
"2023-07-04 11:30","0","0","597","1836","0","0","0","0","0","235","156","157","0","559",
"2023-07-04 11:35","0","0","604","1851","0","0","0","0","0","232","158","152","0","558",
"2023-07-04 11:40","0","0","599","1848","0","0","0","0","0","229","158","150","0","557",
"2023-07-04 11:45","0","0","599","1868","0","0","0","0","0","231","159","149","0","555",
"2023-07-04 11:50","0","0","599","1863","0","0","0","0","0","229","156","141","0","556",
"2023-07-04 11:55","0","0","599","1859","0","0","0","0","0","228","158","142","0","557",
"2023-07-04 12:00","0","0","599","1809","0","0","0","0","0","228","158","143","0","553",
"2023-07-04 12:05","0","0","599","1948","0","0","0","0","0","228","160","142","0","551",
"2023-07-04 12:10","0","0","610","1974","0","0","0","0","0","228","160","139","0","554",
"2023-07-04 12:15","0","0","609","1930","0","0","0","0","0","229","160","133","0","554",
"2023-07-04 12:20","0","0","609","1963","0","0","0","0","0","226","160","131","0","554",
"2023-07-04 12:25","0","0","611","1933","0","0","0","0","0","226","161","130","0","553",
"2023-07-04 12:30","0","0","610","1917","0","0","0","0","0","227","160","130","0","553",
"2023-07-04 12:35","0","0","611","1945","0","0","0","0","0","226","160","130","0","547",
"2023-07-04 12:40","0","0","611","1925","0","0","0","0","0","228","161","130","0","544",
"2023-07-04 12:45","0","0","611","1918","0","0","0","0","0","226","159","131","0","547",
"2023-07-04 12:50","0","0","610","1929","0","0","0","0","0","226","158","130","0","546",
"2023-07-04 12:55","0","0","610","1897","0","0","0","0","0","225","157","131","0","547",
"2023-07-04 13:00","0","0","610","1885","0","0","0","0","0","228","161","131","0","549",
"2023-07-04 13:05","0","0","607","1851","0","0","0","0","0","225","159","130","0","556",
"2023-07-04 13:10","0","0","591","1851","0","0","0","0","0","229","160","131","0","558",
"2023-07-04 13:15","0","0","577","1837","0","0","0","0","0","227","160","131","0","559",
"2023-07-04 13:20","0","0","559","1813","0","0","0","0","0","227","158","131","0","558",
"2023-07-04 13:25","0","0","550","1796","0","0","0","0","0","229","161","131","0","559",
"2023-07-04 13:30","0","0","550","1745","0","0","0","0","0","229","160","131","0","563",
"2023-07-04 13:35","0","0","550","1759","0","0","0","0","0","228","159","130","0","563",
"2023-07-04 13:40","0","0","549","1765","0","0","0","0","0","226","157","131","0","563",
"2023-07-04 13:45","0","0","550","1767","0","0","0","0","0","227","162","131","0","566",
"2023-07-04 13:50","0","0","549","1747","0","0","0","0","0","231","160","131","0","565",
"2023-07-04 13:55","0","0","549","1742","0","0","0","0","0","231","160","130","0","569",
"2023-07-04 14:00","0","0","540","1771","0","0","0","0","0","229","157","130","0","568",
"2023-07-04 14:05","0","0","526","1822","0","0","0","0","0","233","158","131","0","568",
"2023-07-04 14:10","0","0","514","1838","0","0","0","0","0","231","158","130","0","568",
"2023-07-04 14:15","0","0","502","1830","0","0","0","0","0","231","160","130","0","568",
"2023-07-04 14:20","0","0","503","1805","0","0","0","0","0","232","161","131","0","564",
"2023-07-04 14:25","0","0","504","1817","0","0","0","0","0","232","159","131","0","566",
"2023-07-04 14:30","0","0","507","1817","0","0","0","0","0","233","157","130","0","565",
"2023-07-04 14:35","0","0","502","1793","0","0","0","0","0","233","155","131","0","562",
"2023-07-04 14:40","0","0","503","1788","0","0","0","0","0","233","158","130","0","561",
"2023-07-04 14:45","0","0","503","1750","0","0","0","0","0","231","159","130","0","562",
"2023-07-04 14:50","0","0","503","1627","0","0","0","0","0","232","155","131","0","561",
