Estructura de generación (MW)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos
"2024-01-29 21:00","3731","7084","470","7351","9610","3636","6","60","446","347","195","269","-6","2295",
"2024-01-29 21:05","3677","7081","458","7259","10019","3421","6","60","440","349","194","269","-6","2295",
"2024-01-29 21:10","3676","7082","440","7207","9910","3630","6","60","440","348","195","268","-6","2301",
"2024-01-29 21:15","3623","7089","425","7314","9852","3659","6","60","435","350","192","267","-6","2303",
"2024-01-29 21:20","3585","7087","420","7318","9784","3494","6","61","435","347","191","266","-6","2297",
"2024-01-29 21:25","3523","7086","420","7213","9566","3745","6","8","435","344","192","267","-6","2297",
"2024-01-29 21:30","3457","7082","422","7165","9446","3769","6","60","435","349","183","267","-6","2297",
"2024-01-29 21:35","3427","7087","422","6923","9351","3774","6","61","434","347","186","266","-6","2301",
"2024-01-29 21:40","3378","7087","422","6815","9003","3743","6","61","434","350","184","267","-6","2295",
"2024-01-29 21:45","3369","7090","423","6809","8671","3936","6","61","439","349","179","266","-6","2300",
"2024-01-29 21:50","3388","7088","422","6727","8528","3730","6","60","438","348","183","262","-5","2302",
"2024-01-29 21:55","3393","7086","421","6699","7940","4027","6","60","438","347","184","257","-5","2290",
"2024-01-29 22:00","3369","7091","421","6754","7947","3570","6","60","438","347","186","252","-5","2299",
"2024-01-29 22:05","3364","7087","422","6325","8095","3445","7","59","419","345","180","248","-5","2307",
"2024-01-29 22:10","3362","7088","421","6260","8185","3358","7","59","419","342","182","245","-5","2304",
"2024-01-29 22:15","3304","7091","423","6199","8021","3472","5","59","419","342","176","245","-5","2299",
"2024-01-29 22:20","3293","7085","419","6021","8099","3345","5","59","419","342","170","242","-5","2299",
"2024-01-29 22:25","3298","7088","423","6087","7950","3245","5","61","419","336","167","236","-5","2282",
"2024-01-29 22:30","3300","7084","422","6078","7472","3345","5","60","419","333","160","231","-5","2295",
"2024-01-29 22:35","3297","7087","423","5763","7671","3309","5","58","419","326","154","228","-5","2255",
"2024-01-29 22:40","3318","7087","422","5628","7575","3156","5","60","419","321","151","223","-5","2291",
"2024-01-29 22:45","3304","7088","427","5491","7204","3328","5","60","419","318","137","219","0","2282",
"2024-01-29 22:50","3315","7089","423","5281","7061","3332","5","60","418","326","112","216","-5","2284",
"2024-01-29 22:55","3344","7088","429","5143","6954","3340","5","60","418","322","112","213","0","2275",
"2024-01-29 23:00","3356","7088","423","5211","7031","2956","5","60","418","319","113","211","-4","2251",
"2024-01-29 23:05","3356","7089","441","5161","7061","2632","5","60","420","320","93","210","12","2293",
"2024-01-29 23:10","3354","7088","427","5096","7064","2405","5","60","420","309","91","209","0","2283",
"2024-01-29 23:15","3328","7090","423","4910","6945","2309","5","60","420","307","86","210","-4","2270",
"2024-01-29 23:20","3397","7086","429","4893","6773","2211","5","8","420","303","77","210","0","2281",
"2024-01-29 23:25","3419","7088","425","4840","6371","2496","5","60","420","294","79","211","-4","2284",
"2024-01-29 23:30","3418","7088","423","4807","6090","2594","5","60","420","294","78","202","-4","2281",
