Emisiones (t CO2 eq / MWh)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos
"2022-10-25 21:00","0","0","253","4217","0","0","0","0","0","280","307","184","0","484",
"2022-10-25 21:05","0","0","253","4034","0","0","0","0","0","280","300","188","0","486",
"2022-10-25 21:10","0","0","253","3968","0","0","0","0","0","282","297","191","0","485",
"2022-10-25 21:15","0","0","253","3952","0","0","0","0","0","282","302","190","0","487",
"2022-10-25 21:20","0","0","253","3940","0","0","0","0","0","281","295","191","0","481",
"2022-10-25 21:25","0","0","253","3924","0","0","0","0","0","283","281","192","0","481",
"2022-10-25 21:30","0","0","253","3918","0","0","0","0","0","281","277","192","0","480",
"2022-10-25 21:35","0","0","253","3906","0","0","0","0","0","277","279","193","0","480",
"2022-10-25 21:40","0","0","253","3881","0","0","0","0","0","278","277","193","0","479",
"2022-10-25 21:45","0","0","253","3799","0","0","0","0","0","279","269","193","0","479",
"2022-10-25 21:50","0","0","253","3723","0","0","0","0","0","279","262","193","0","480",
"2022-10-25 21:55","0","0","253","3714","0","0","0","0","0","278","258","193","0","479",
"2022-10-25 22:00","0","0","253","3748","0","0","0","0","0","277","257","193","0","479",
"2022-10-25 22:05","0","0","253","3782","0","0","0","0","0","277","247","193","0","481",
"2022-10-25 22:10","0","0","253","3788","0","0","0","0","0","274","241","193","0","480",
"2022-10-25 22:15","0","0","253","3722","0","0","0","0","0","273","237","193","0","480",
"2022-10-25 22:20","0","0","253","3730","0","0","0","0","0","268","229","193","0","480",
"2022-10-25 22:25","0","0","253","3780","0","0","0","0","0","262","224","193","0","481",
"2022-10-25 22:30","0","0","253","3765","0","0","0","0","0","260","218","193","0","479",
"2022-10-25 22:35","0","0","253","3738","0","0","0","0","0","258","213","193","0","479",
"2022-10-25 22:40","0","0","253","3703","0","0","0","0","0","255","209","193","0","476",
"2022-10-25 22:45","0","0","253","3642","0","0","0","0","0","257","199","190","0","480",
"2022-10-25 22:50","0","0","253","3624","0","0","0","0","0","254","198","180","0","479",
"2022-10-25 22:55","0","0","253","3473","0","0","0","0","0","251","198","174","0","478",
"2022-10-25 23:00","0","0","253","3403","0","0","0","0","0","251","199","172","0","481",
"2022-10-25 23:05","0","0","253","3358","0","0","0","0","0","249","195","167","0","480",
"2022-10-25 23:10","0","0","253","3376","0","0","0","0","0","245","191","161","0","480",
"2022-10-25 23:15","0","0","253","3362","0","0","0","0","0","243","180","155","0","480",
"2022-10-25 23:20","0","0","253","3284","0","0","0","0","0","239","155","153","0","480",
"2022-10-25 23:25","0","0","253","3254","0","0","0","0","0","237","121","148","0","479",
"2022-10-25 23:30","0","0","253","3209","0","0","0","0","0","236","121","141","0","479",
"2022-10-25 23:35","0","0","253","3156","0","0","0","0","0","231","113","138","0","478",
"2022-10-25 23:40","0","0","252","3095","0","0","0","0","0","222","112","134","0","478",
"2022-10-25 23:45","0","0","252","3070","0","0","0","0","0","220","102","131","0","477",
"2022-10-25 23:50","0","0","253","3032","0","0","0","0","0","217","95","130","0","478",
"2022-10-25 23:55","0","0","253","3009","0","0","0","0","0","215","95","126","0","476",
"2022-10-26 00:00","0","0","253","2841","0","0","0","0","0","205","105","124","0","472",
"2022-10-26 00:05","0","0","253","2590","0","0","0","0","0","201","105","121","0","466",
"2022-10-26 00:10","0","0","253","2503","0","0","0","0","0","200","105","119","0","463",
"2022-10-26 00:15","0","0","251","2468","0","0","0","0","0","197","95","119","0","460",
"2022-10-26 00:20","0","0","254","2503","0","0","0","0","0","194","85","119","0","459",
"2022-10-26 00:25","0","0","252","2559","0","0","0","0","0","190","82","118","0","458",
"2022-10-26 00:30","0","0","253","2575","0","0","0","0","0","186","82","113","0","456",
"2022-10-26 00:35","0","0","253","2614","0","0","0","0","0","182","82","110","0","458",
"2022-10-26 00:40","0","0","253","2625","0","0","0","0","0","183","81","105","0","457",
"2022-10-26 00:45","0","0","252","2574","0","0","0","0","0","180","81","105","0","458",
"2022-10-26 00:50","0","0","253","2537","0","0","0","0","0","177","81","105","0","457",
"2022-10-26 00:55","0","0","251","2535","0","0","0","0","0","173","80","104","0","457",
"2022-10-26 01:00","0","0","253","2514","0","0","0","0","0","169","81","103","0","457",
"2022-10-26 01:05","0","0","253","2576","0","0","0","0","0","165","82","103","0","459",
"2022-10-26 01:10","0","0","253","2603","0","0","0","0","0","163","81","102","0","458",
"2022-10-26 01:15","0","0","253","2649","0","0","0","0","0","163","79","104","0","458",
"2022-10-26 01:20","0","0","253","2692","0","0","0","0","0","167","74","104","0","457",
"2022-10-26 01:25","0","0","251","2709","0","0","0","0","0","169","68","103","0","457",
"2022-10-26 01:30","0","0","253","2687","0","0","0","0","0","168","68","103","0","458",
"2022-10-26 01:35","0","0","252","2711","0","0","0","0","0","168","68","103","0","457",
"2022-10-26 01:40","0","0","254","2705","0","0","0","0","0","166","67","103","0","458",
"2022-10-26 01:45","0","0","253","2653","0","0","0","0","0","166","63","102","0","457",
"2022-10-26 01:50","0","0","252","2630","0","0","0","0","0","165","62","101","0","458",
"2022-10-26 01:55","0","0","252","2634","0","0","0","0","0","164","61","100","0","459",
"2022-10-26 02:00","0","0","254","2605","0","0","0","0","0","163","62","95","0","455",
"2022-10-26 02:05","0","0","255","2534","0","0","0","0","0","162","61","92","0","456",
"2022-10-26 02:10","0","0","252","2524","0","0","0","0","0","160","61","86","0","457",
"2022-10-26 02:15","0","0","252","2493","0","0","0","0","0","160","61","86","0","461",
"2022-10-26 02:20","0","0","253","2490","0","0","0","0","0","161","61","86","0","459",
"2022-10-26 02:25","0","0","253","2473","0","0","0","0","0","159","60","86","0","460",
"2022-10-26 02:30","0","0","253","2471","0","0","0","0","0","160","60","86","0","460",
"2022-10-26 02:35","0","0","253","2478","0","0","0","0","0","160","59","86","0","460",
"2022-10-26 02:40","0","0","253","2439","0","0","0","0","0","159","60","86","0","460",
"2022-10-26 02:45","0","0","253","2462","0","0","0","0","0","160","59","86","0","458",
"2022-10-26 02:50","0","0","253","2451","0","0","0","0","0","159","59","86","0","458",
"2022-10-26 02:55","0","0","253","2407","0","0","0","0","0","158","48","84","0","462",
"2022-10-26 03:00","0","0","253","2391","0","0","0","0","0","158","47","83","0","461",
"2022-10-26 03:05","0","0","253","2420","0","0","0","0","0","156","45","83","0","463",
"2022-10-26 03:10","0","0","253","2405","0","0","0","0","0","157","46","84","0","462",
"2022-10-26 03:15","0","0","253","2372","0","0","0","0","0","156","45","83","0","463",
"2022-10-26 03:20","0","0","251","2385","0","0","0","0","0","156","45","83","0","466",
"2022-10-26 03:25","0","0","252","2402","0","0","0","0","0","157","47","84","0","468",
"2022-10-26 03:30","0","0","252","2381","0","0","0","0","0","155","46","83","0","469",
"2022-10-26 03:35","0","0","252","2374","0","0","0","0","0","154","44","83","0","468",
"2022-10-26 03:40","0","0","252","2364","0","0","0","0","0","156","46","83","0","469",
"2022-10-26 03:45","0","0","252","2365","0","0","0","0","0","155","44","83","0","469",
"2022-10-26 03:50","0","0","252","2354","0","0","0","0","0","156","45","84","0","469",
"2022-10-26 03:55","0","0","252","2326","0","0","0","0","0","155","44","83","0","469",
"2022-10-26 04:00","0","0","252","2187","0","0","0","0","0","153","44","84","0","470",
"2022-10-26 04:05","0","0","252","2333","0","0","0","0","0","154","46","84","0","470",
"2022-10-26 04:10","0","0","252","2247","0","0","0","0","0","153","45","84","0","469",
"2022-10-26 04:15","0","0","252","2228","0","0","0","0","0","152","46","84","0","469",
"2022-10-26 04:20","0","0","253","2254","0","0","0","0","0","153","46","83","0","466",
"2022-10-26 04:25","0","0","253","2249","0","0","0","0","0","152","43","84","0","468",
"2022-10-26 04:30","0","0","252","2268","0","0","0","0","0","152","44","83","0","468",
"2022-10-26 04:35","0","0","252","2286","0","0","0","0","0","152","44","84","0","469",
"2022-10-26 04:40","0","0","252","2299","0","0","0","0","0","153","45","84","0","468",
"2022-10-26 04:45","0","0","252","2318","0","0","0","0","0","152","45","83","0","468",
"2022-10-26 04:50","0","0","252","2322","0","0","0","0","0","152","45","84","0","468",
"2022-10-26 04:55","0","0","252","2331","0","0","0","0","0","152","45","83","0","469",
"2022-10-26 05:00","0","0","252","2333","0","0","0","0","0","152","45","84","0","469",
"2022-10-26 05:05","0","0","252","2294","0","0","0","0","0","152","45","83","0","468",
"2022-10-26 05:10","0","0","252","2361","0","0","0","0","0","152","46","83","0","468",
"2022-10-26 05:15","0","0","252","2384","0","0","0","0","0","151","46","84","0","467",
"2022-10-26 05:20","0","0","252","2373","0","0","0","0","0","151","45","83","0","467",
"2022-10-26 05:25","0","0","252","2470","0","0","0","0","0","152","45","84","0","469",
"2022-10-26 05:30","0","0","253","2509","0","0","0","0","0","152","46","83","0","467",
"2022-10-26 05:35","0","0","250","2492","0","0","0","0","0","152","46","83","0","467",
"2022-10-26 05:40","0","0","252","2604","0","0","0","0","0","153","46","84","0","468",
"2022-10-26 05:45","0","0","252","2598","0","0","0","0","0","152","45","83","0","469",
"2022-10-26 05:50","0","0","252","2650","0","0","0","0","0","153","46","83","0","469",
"2022-10-26 05:55","0","0","252","2725","0","0","0","0","0","154","54","83","0","471",
"2022-10-26 06:00","0","0","252","2815","0","0","0","0","0","155","54","84","0","471",
"2022-10-26 06:05","0","0","252","2981","0","0","0","0","0","156","57","84","0","472",
"2022-10-26 06:10","0","0","252","3126","0","0","0","0","0","157","56","84","0","471",
"2022-10-26 06:15","0","0","252","3172","0","0","0","0","0","157","57","84","0","470",
"2022-10-26 06:20","0","0","252","3230","0","0","0","0","0","158","57","83","0","470",
"2022-10-26 06:25","0","0","252","3312","0","0","0","0","0","159","58","84","0","471",
"2022-10-26 06:30","0","0","252","3428","0","0","0","0","0","158","55","83","0","471",
"2022-10-26 06:35","0","0","252","3542","0","0","0","0","0","159","56","83","0","473",
"2022-10-26 06:40","0","0","254","3614","0","0","0","0","0","160","56","86","0","473",
"2022-10-26 06:45","0","0","251","3667","0","0","0","0","0","162","56","90","0","474",
"2022-10-26 06:50","0","0","253","3784","0","0","0","0","0","163","55","92","0","475",
"2022-10-26 06:55","0","0","253","3773","0","0","0","0","0","165","57","93","0","479",
"2022-10-26 07:00","0","0","253","3856","0","0","0","0","0","167","59","93","0","484",
"2022-10-26 07:05","0","0","252","3996","0","0","0","0","0","169","60","95","0","491",
"2022-10-26 07:10","0","0","252","4057","0","0","0","0","0","172","57","104","0","493",
"2022-10-26 07:15","0","0","252","4210","0","0","0","0","0","175","57","112","0","494",
"2022-10-26 07:20","0","0","252","4270","0","0","0","0","0","179","56","117","0","496",
"2022-10-26 07:25","0","0","253","4363","0","0","0","0","0","181","72","120","0","496",
"2022-10-26 07:30","0","0","253","4404","0","0","0","0","0","183","85","119","0","498",
"2022-10-26 07:35","0","0","253","4466","0","0","0","0","0","187","98","120","0","496",
"2022-10-26 07:40","0","0","253","4520","0","0","0","0","0","191","102","121","0","500",
"2022-10-26 07:45","0","0","251","4573","0","0","0","0","0","196","107","123","0","498",
"2022-10-26 07:50","0","0","253","4628","0","0","0","0","0","201","107","126","0","497",
"2022-10-26 07:55","0","0","253","4692","0","0","0","0","0","203","103","126","0","497",
"2022-10-26 08:00","0","0","253","4669","0","0","0","0","0","207","105","126","0","496",
"2022-10-26 08:05","0","0","253","4477","0","0","0","0","0","208","112","127","0","497",
"2022-10-26 08:10","0","0","253","4463","0","0","0","0","0","214","120","129","0","500",
"2022-10-26 08:15","0","0","253","4464","0","0","0","0","0","218","132","131","0","504",
"2022-10-26 08:20","0","0","253","4410","0","0","0","0","0","219","140","138","0","503",
"2022-10-26 08:25","0","0","252","4383","0","0","0","0","0","221","149","142","0","504",
"2022-10-26 08:30","0","0","255","4350","0","0","0","0","0","220","162","146","0","505",
"2022-10-26 08:35","0","0","254","4363","0","0","0","0","0","214","172","151","0","497",
"2022-10-26 08:40","0","0","253","4346","0","0","0","0","0","216","181","153","0","497",
"2022-10-26 08:45","0","0","253","4312","0","0","0","0","0","215","188","152","0","497",
"2022-10-26 08:50","0","0","253","4301","0","0","0","0","0","214","213","151","0","496",
"2022-10-26 08:55","0","0","253","4298","0","0","0","0","0","218","217","151","0","497",
"2022-10-26 09:00","0","0","253","4317","0","0","0","0","0","218","215","152","0","498",
"2022-10-26 09:05","0","0","253","4374","0","0","0","0","0","219","217","152","0","500",
"2022-10-26 09:10","0","0","253","4411","0","0","0","0","0","220","218","152","0","500",
"2022-10-26 09:15","0","0","253","4400","0","0","0","0","0","220","214","153","0","498",
"2022-10-26 09:20","0","0","253","4406","0","0","0","0","0","222","219","153","0","497",
"2022-10-26 09:25","0","0","253","4415","0","0","0","0","0","220","213","154","0","495",
"2022-10-26 09:30","0","0","253","4419","0","0","0","0","0","222","217","154","0","496",
"2022-10-26 09:35","0","0","253","4384","0","0","0","0","0","222","215","154","0","491",
"2022-10-26 09:40","0","0","253","4352","0","0","0","0","0","224","217","154","0","494",
"2022-10-26 09:45","0","0","253","4284","0","0","0","0","0","224","217","154","0","495",
"2022-10-26 09:50","0","0","253","4278","0","0","0","0","0","222","216","154","0","497",
"2022-10-26 09:55","0","0","253","4250","0","0","0","0","0","224","223","154","0","495",
"2022-10-26 10:00","0","0","253","4282","0","0","0","0","0","225","227","157","0","496",
"2022-10-26 10:05","0","0","253","4452","0","0","0","0","0","226","229","157","0","495",
"2022-10-26 10:10","0","0","253","4523","0","0","0","0","0","227","229","157","0","499",
"2022-10-26 10:15","0","0","253","4557","0","0","0","0","0","227","231","157","0","499",
