Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2023-05-14 21:00","24826","25238","25721",
"2023-05-14 21:05","25017","25487","25721",
"2023-05-14 21:10","25329","25645","25721",
"2023-05-14 21:15","25327","25711","26014",
"2023-05-14 21:20","25404","25737","26014",
"2023-05-14 21:25","25769","25772","26014",
"2023-05-14 21:30","25765","25818","26492",
"2023-05-14 21:35","26092","25847","26492",
"2023-05-14 21:40","26256","25833","26492",
"2023-05-14 21:45","26147","25776","26112",
"2023-05-14 21:50","26206","25733","26112",
"2023-05-14 21:55","26142","25763","26112",
"2023-05-14 22:00","26203","25865","25991",
"2023-05-14 22:05","26121","25950","25991",
"2023-05-14 22:10","26088","25929","25991",
"2023-05-14 22:15","26027","25802","25581",
"2023-05-14 22:20","25777","25628","25581",
"2023-05-14 22:25","25704","25467","25581",
"2023-05-14 22:30","25707","25318","25662",
"2023-05-14 22:35","25267","25172","25662",
"2023-05-14 22:40","25295","25016","25662",
"2023-05-14 22:45","25211","24852","25081",
"2023-05-14 22:50","25129","24676","25081",
"2023-05-14 22:55","24762","24483","25081",
"2023-05-14 23:00","24509","24275","24195",
"2023-05-14 23:05","24475","24071","24195",
"2023-05-14 23:10","24045","23896","24195",
"2023-05-14 23:15","24144","23747","23853",
"2023-05-14 23:20","23792","23612","23853",
"2023-05-14 23:25","23861","23477","23853",
"2023-05-14 23:30","23546","23340","23208",
"2023-05-14 23:35","23620","23200","23208",
"2023-05-14 23:40","23274","23055","23208",
"2023-05-14 23:45","22866","22904","22810",
"2023-05-14 23:50","22914","22770","22810",
"2023-05-14 23:55","22722","22677","22810",
"2023-05-15 00:00","22506","22623","22396",
"2023-05-15 00:05","22616","22572","22396",
"2023-05-15 00:10","22595","22485","22396",
"2023-05-15 00:15","22285","22361","21904",
"2023-05-15 00:20","22225","22225","21904",
"2023-05-15 00:25","22368","22101","21904",
"2023-05-15 00:30","22039","21990","21705",
"2023-05-15 00:35","22008","21887","21705",
"2023-05-15 00:40","21730","21786","21705",
"2023-05-15 00:45","21771","21689","21402",
"2023-05-15 00:50","21687","21588","21402",
"2023-05-15 00:55","21487","21477","21402",
"2023-05-15 01:00","21506","21356","21185",
"2023-05-15 01:05","21226","21237","21185",
"2023-05-15 01:10","21346","21133","21185",
"2023-05-15 01:15","21198","21044","20944",
"2023-05-15 01:20","21387","20961","20944",
"2023-05-15 01:25","21095","20879","20944",
"2023-05-15 01:30","20750","20797","20683",
"2023-05-15 01:35","20962","20716","20683",
"2023-05-15 01:40","20951","20638","20683",
"2023-05-15 01:45","20723","20564","20583",
"2023-05-15 01:50","20612","20493","20583",
"2023-05-15 01:55","20443","20428","20583",
"2023-05-15 02:00","20359","20367","20354",
"2023-05-15 02:05","20562","20310","20354",
"2023-05-15 02:10","20548","20255","20354",
"2023-05-15 02:15","20348","20202","20123",
"2023-05-15 02:20","20222","20152","20123",
"2023-05-15 02:25","20273","20105","20123",
"2023-05-15 02:30","20327","20061","20043",
