Emisiones (t CO2 eq / MWh)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos
"2022-11-04 21:00","0","0","675","3645","0","0","0","0","0","218","54","171","0","689",
"2022-11-04 21:05","0","0","675","3669","0","0","0","0","0","215","52","170","0","688",
"2022-11-04 21:10","0","0","668","3688","0","0","0","0","0","215","54","176","0","688",
"2022-11-04 21:15","0","0","657","3672","0","0","0","0","0","216","52","173","0","687",
"2022-11-04 21:20","0","0","656","3644","0","0","0","0","0","215","53","172","0","689",
"2022-11-04 21:25","0","0","657","3630","0","0","0","0","0","211","52","176","0","688",
"2022-11-04 21:30","0","0","657","3617","0","0","0","0","0","209","53","176","0","688",
"2022-11-04 21:35","0","0","659","3572","0","0","0","0","0","205","53","169","0","688",
"2022-11-04 21:40","0","0","656","3552","0","0","0","0","0","201","53","165","0","687",
"2022-11-04 21:45","0","0","656","3507","0","0","0","0","0","203","53","158","0","687",
"2022-11-04 21:50","0","0","654","3530","0","0","0","0","0","199","54","151","0","689",
"2022-11-04 21:55","0","0","658","3435","0","0","0","0","0","197","52","146","0","688",
"2022-11-04 22:00","0","0","656","3508","0","0","0","0","0","201","53","138","0","688",
"2022-11-04 22:05","0","0","656","3591","0","0","0","0","0","194","52","134","0","686",
"2022-11-04 22:10","0","0","657","3607","0","0","0","0","0","192","56","125","0","684",
"2022-11-04 22:15","0","0","656","3661","0","0","0","0","0","193","53","122","0","685",
"2022-11-04 22:20","0","0","650","3662","0","0","0","0","0","191","53","118","0","679",
"2022-11-04 22:25","0","0","655","3643","0","0","0","0","0","193","52","111","0","679",
"2022-11-04 22:30","0","0","658","3620","0","0","0","0","0","188","53","117","0","679",
"2022-11-04 22:35","0","0","658","3611","0","0","0","0","0","183","52","110","0","679",
"2022-11-04 22:40","0","0","655","3561","0","0","0","0","0","180","52","111","0","679",
"2022-11-04 22:45","0","0","647","3525","0","0","0","0","0","175","51","112","0","680",
"2022-11-04 22:50","0","0","645","3525","0","0","0","0","0","171","51","115","0","680",
"2022-11-04 22:55","0","0","645","3506","0","0","0","0","0","172","51","117","0","681",
"2022-11-04 23:00","0","0","629","3464","0","0","0","0","0","169","51","120","0","681",
"2022-11-04 23:05","0","0","615","3476","0","0","0","0","0","169","52","114","0","679",
"2022-11-04 23:10","0","0","605","3545","0","0","0","0","0","167","52","115","0","675",
"2022-11-04 23:15","0","0","605","3504","0","0","0","0","0","163","50","114","0","669",
"2022-11-04 23:20","0","0","604","3509","0","0","0","0","0","160","50","114","0","674",
"2022-11-04 23:25","0","0","594","3499","0","0","0","0","0","157","49","120","0","674",
"2022-11-04 23:30","0","0","583","3487","0","0","0","0","0","156","49","113","0","673",
"2022-11-04 23:35","0","0","583","3497","0","0","0","0","0","160","39","113","0","673",
"2022-11-04 23:40","0","0","580","3494","0","0","0","0","0","158","38","113","0","672",
"2022-11-04 23:45","0","0","576","3447","0","0","0","0","0","159","38","113","0","671",
"2022-11-04 23:50","0","0","566","3374","0","0","0","0","0","158","38","113","0","671",
"2022-11-04 23:55","0","0","558","3342","0","0","0","0","0","154","38","114","0","673",
"2022-11-05 00:00","0","0","549","3361","0","0","0","0","0","154","37","113","0","670",
"2022-11-05 00:05","0","0","541","3416","0","0","0","0","0","152","35","113","0","661",
"2022-11-05 00:10","0","0","538","3480","0","0","0","0","0","152","36","113","0","653",
"2022-11-05 00:15","0","0","529","3491","0","0","0","0","0","150","35","113","0","651",
"2022-11-05 00:20","0","0","517","3506","0","0","0","0","0","148","35","113","0","649",
"2022-11-05 00:25","0","0","515","3513","0","0","0","0","0","155","23","113","0","648",
"2022-11-05 00:30","0","0","506","3485","0","0","0","0","0","156","21.9","113","0","647",
"2022-11-05 00:35","0","0","498","3505","0","0","0","0","0","156","20.9","113","0","649",
"2022-11-05 00:40","0","0","495","3443","0","0","0","0","0","154","20.9","113","0","652",
"2022-11-05 00:45","0","0","485","3449","0","0","0","0","0","150","20.9","113","0","652",
"2022-11-05 00:50","0","0","485","3512","0","0","0","0","0","148","20.9","113","0","652",
"2022-11-05 00:55","0","0","485","3468","0","0","0","0","0","148","20.9","113","0","651",
"2022-11-05 01:00","0","0","466","3349","0","0","0","0","0","147","20.9","113","0","651",
"2022-11-05 01:05","0","0","455","3400","0","0","0","0","0","148","20.9","113","0","649",
"2022-11-05 01:10","0","0","453","3324","0","0","0","0","0","146","20.9","111","0","650",
"2022-11-05 01:15","0","0","455","3272","0","0","0","0","0","146","20.9","107","0","649",
"2022-11-05 01:20","0","0","459","3289","0","0","0","0","0","146","20.9","106","0","649",
"2022-11-05 01:25","0","0","456","3288","0","0","0","0","0","143","20.9","104","0","649",
"2022-11-05 01:30","0","0","454","3244","0","0","0","0","0","143","22.8","100","0","649",
"2022-11-05 01:35","0","0","460","3293","0","0","0","0","0","143","21.9","97","0","649",
"2022-11-05 01:40","0","0","462","3309","0","0","0","0","0","141","20.9","95","0","648",
"2022-11-05 01:45","0","0","460","3306","0","0","0","0","0","139","20.9","90","0","647",
"2022-11-05 01:50","0","0","459","3323","0","0","0","0","0","141","20.9","86","0","646",
"2022-11-05 01:55","0","0","468","3312","0","0","0","0","0","139","20.9","84","0","648",
"2022-11-05 02:00","0","0","477","3311","0","0","0","0","0","139","20.9","83","0","645",
"2022-11-05 02:05","0","0","470","3343","0","0","0","0","0","137","20.9","84","0","644",
"2022-11-05 02:10","0","0","459","3258","0","0","0","0","0","138","21.9","82","0","642",
"2022-11-05 02:15","0","0","451","3286","0","0","0","0","0","138","21.9","82","0","641",
"2022-11-05 02:20","0","0","439","3248","0","0","0","0","0","137","21.9","82","0","641",
"2022-11-05 02:25","0","0","440","3257","0","0","0","0","0","139","20.9","83","0","641",
"2022-11-05 02:30","0","0","438","3223","0","0","0","0","0","135","20.9","83","0","643",
"2022-11-05 02:35","0","0","438","3219","0","0","0","0","0","134","20.9","82","0","642",
"2022-11-05 02:40","0","0","436","3080","0","0","0","0","0","135","20.9","82","0","642",
"2022-11-05 02:45","0","0","442","3047","0","0","0","0","0","134","20.9","81","0","644",
"2022-11-05 02:50","0","0","443","3078","0","0","0","0","0","131","20.9","81","0","645",
"2022-11-05 02:55","0","0","443","3081","0","0","0","0","0","131","20.9","82","0","642",
"2022-11-05 03:00","0","0","442","3028","0","0","0","0","0","131","21.9","83","0","641",
"2022-11-05 03:05","0","0","440","3067","0","0","0","0","0","131","20.9","82","0","630",
"2022-11-05 03:10","0","0","439","3047","0","0","0","0","0","131","20.9","81","0","630",
"2022-11-05 03:15","0","0","446","3055","0","0","0","0","0","131","20.9","82","0","632",
"2022-11-05 03:20","0","0","453","3092","0","0","0","0","0","131","20.9","83","0","632",
"2022-11-05 03:25","0","0","463","3067","0","0","0","0","0","128","20","81","0","632",
"2022-11-05 03:30","0","0","466","3029","0","0","0","0","0","129","20.9","81","0","632",
"2022-11-05 03:35","0","0","475","3052","0","0","0","0","0","130","20","81","0","631",
"2022-11-05 03:40","0","0","480","3056","0","0","0","0","0","132","20.9","81","0","633",
"2022-11-05 03:45","0","0","488","3068","0","0","0","0","0","132","20","81","0","634",
