Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2022-12-27 21:00","30868","30800","30864",
"2022-12-27 21:05","30787","30890","30864",
"2022-12-27 21:10","30750","30847","30864",
"2022-12-27 21:15","30777","30670","30534",
"2022-12-27 21:20","30792","30433","30534",
"2022-12-27 21:25","30748","30212","30534",
"2022-12-27 21:30","30423","30006","29697",
"2022-12-27 21:35","30175","29796","29697",
"2022-12-27 21:40","30149","29563","29697",
"2022-12-27 21:45","29855","29308","29297",
"2022-12-27 21:50","29654","29052","29297",
"2022-12-27 21:55","29569","28817","29297",
"2022-12-27 22:00","29259","28604","28180",
"2022-12-27 22:05","28737","28396","28180",
"2022-12-27 22:10","28481","28174","28180",
"2022-12-27 22:15","28430","27939","27680",
"2022-12-27 22:20","28216","27704","27680",
"2022-12-27 22:25","27963","27480","27680",
"2022-12-27 22:30","27773","27269","27280",
"2022-12-27 22:35","27558","27050","27280",
"2022-12-27 22:40","27378","26805","27280",
"2022-12-27 22:45","26992","26532","27080",
"2022-12-27 22:50","26859","26301","27080",
"2022-12-27 22:55","26602","26180","27080",
"2022-12-27 23:00","26446","26167","26041",
"2022-12-27 23:05","26196","26153","26041",
"2022-12-27 23:10","25949","26025","26041",
"2022-12-27 23:15","25709","25783","25361",
"2022-12-27 23:20","25525","25502","25361",
"2022-12-27 23:25","25407","25256","25361",
"2022-12-27 23:30","25193","25045","24741",
"2022-12-27 23:35","25033","24839","24741",
"2022-12-27 23:40","24810","24610","24741",
"2022-12-27 23:45","24417","24356","24221",
"2022-12-27 23:50","24191","24128","24221",
"2022-12-27 23:55","23970","23977","24221",
"2022-12-28 00:00","23948","23902","23686",
"2022-12-28 00:05","23926","23860","23686",
"2022-12-28 00:10","23883","23810","23686",
"2022-12-28 00:15","23757","23749","23683",
"2022-12-28 00:20","23624","23659","23683",
"2022-12-28 00:25","23558","23519","23683",
"2022-12-28 00:30","23322","23328","23106",
"2022-12-28 00:35","23173","23125","23106",
"2022-12-28 00:40","23021","22948","23106",
"2022-12-28 00:45","22731","22798","22636",
"2022-12-28 00:50","22659","22652","22636",
"2022-12-28 00:55","22567","22488","22636",
"2022-12-28 01:00","22390","22307","22100",
"2022-12-28 01:05","22130","22136","22100",
"2022-12-28 01:10","22233","21999","22100",
"2022-12-28 01:15","22032","21898","21630",
"2022-12-28 01:20","21895","21805","21630",
"2022-12-28 01:25","21633","21691","21630",
"2022-12-28 01:30","21560","21557","21428",
"2022-12-28 01:35","21425","21421","21428",
"2022-12-28 01:40","21414","21300","21428",
"2022-12-28 01:45","21226","21196","21038",
"2022-12-28 01:50","21166","21105","21038",
"2022-12-28 01:55","21183","21024","21038",
"2022-12-28 02:00","21053","20953","20789",
"2022-12-28 02:05","20855","20890","20789",
"2022-12-28 02:10","20867","20833","20789",
"2022-12-28 02:15","20762","20780","20639",
"2022-12-28 02:20","20696","20722","20639",
"2022-12-28 02:25","20689","20645","20639",
"2022-12-28 02:30","20571","20551","20448",
"2022-12-28 02:35","20660","20469","20448",
"2022-12-28 02:40","20447","20429","20448",
"2022-12-28 02:45","20335","20431","20418",
"2022-12-28 02:50","20403","20435","20418",
"2022-12-28 02:55","20513","20400","20418",
"2022-12-28 03:00","20322","20327","20149",
"2022-12-28 03:05","20269","20247","20149",
"2022-12-28 03:10","20325","20194","20149",
"2022-12-28 03:15","20084","20167","20149",
"2022-12-28 03:20","20208","20149","20149",
"2022-12-28 03:25","20301","20125","20149",
"2022-12-28 03:30","20103","20093","20049",
"2022-12-28 03:35","20124","20063","20049",
"2022-12-28 03:40","20133","20044","20049",
"2022-12-28 03:45","20138","20035","20049",
"2022-12-28 03:50","20084","20027","20049",
"2022-12-28 03:55","19988","20011","20049",
"2022-12-28 04:00","20107","19986","20002",
"2022-12-28 04:05","20086","19960","20002",
"2022-12-28 04:10","19928","19944","20002",
"2022-12-28 04:15","19862","19936","20007",
"2022-12-28 04:20","19804","19940","20007",
"2022-12-28 04:25","20141","19959","20007",
"2022-12-28 04:30","20084","19994","20007",
"2022-12-28 04:35","20009","20033","20007",
"2022-12-28 04:40","19974","20066","20007",
"2022-12-28 04:45","20127","20093","20215",
"2022-12-28 04:50","20210","20127","20215",
"2022-12-28 04:55","20267","20182","20215",
"2022-12-28 05:00","20261","20256","20319",
"2022-12-28 05:05","20324","20326","20319",
"2022-12-28 05:10","20293","20366","20319",
"2022-12-28 05:15","20489","20378","20441",
"2022-12-28 05:20","20332","20390","20441",
"2022-12-28 05:25","20457","20435","20441",
"2022-12-28 05:30","20390","20511","20641",
"2022-12-28 05:35","20717","20590","20641",
"2022-12-28 05:40","20600","20642","20641",
"2022-12-28 05:45","20674","20669","20961",
"2022-12-28 05:50","20707","20750","20961",
"2022-12-28 05:55","20966","20964","20961",
"2022-12-28 06:00","21204","21311","22068",
"2022-12-28 06:05","21792","21676","22068",
"2022-12-28 06:10","21959","21942","22068",
"2022-12-28 06:15","22236","22108","22541",
"2022-12-28 06:20","22253","22238","22541",
"2022-12-28 06:25","22333","22391","22541",
"2022-12-28 06:30","22603","22568","23051",
"2022-12-28 06:35","22752","22749","23051",
"2022-12-28 06:40","22982","22914","23051",
"2022-12-28 06:45","23020","23063","23421",
"2022-12-28 06:50","23403","23252","23421",
"2022-12-28 06:55","23510","23538","23421",
"2022-12-28 07:00","23879","23920","24635",
"2022-12-28 07:05","24338","24313","24635",
"2022-12-28 07:10","24629","24632","24635",
"2022-12-28 07:15","24937","24875","25146",
"2022-12-28 07:20","25171","25075","25146",
"2022-12-28 07:25","25278","25263","25146",
"2022-12-28 07:30","25561","25437","25797",
"2022-12-28 07:35","25538","25601","25797",
"2022-12-28 07:40","25775","25755","25797",
"2022-12-28 07:45","25940","25900","26098",
"2022-12-28 07:50","26096","26077","26098",
"2022-12-28 07:55","26310","26327","26098",
"2022-12-28 08:00","26465","26651","27051",
"2022-12-28 08:05","26901","26970","27051",
"2022-12-28 08:10","27382","27208","27051",
"2022-12-28 08:15","27406","27364","27457",
"2022-12-28 08:20","27484","27477","27457",
"2022-12-28 08:25","27645","27585","27457",
"2022-12-28 08:30","27711","27688","27791",
"2022-12-28 08:35","27954","27783","27791",
"2022-12-28 08:40","27920","27869","27791",
"2022-12-28 08:45","27952","27944","28240",
"2022-12-28 08:50","28071","28030","28240",
"2022-12-28 08:55","28161","28148","28240",
"2022-12-28 09:00","28287","28299","28888",
"2022-12-28 09:05","28514","28450","28888",
"2022-12-28 09:10","28645","28569","28888",
"2022-12-28 09:15","28622","28656","28879",
"2022-12-28 09:20","28765","28728","28879",
"2022-12-28 09:25","28966","28804","28879",
"2022-12-28 09:30","28812","28883","28981",
"2022-12-28 09:35","29033","28948","28981",
"2022-12-28 09:40","29046","28982","28981",
"2022-12-28 09:45","29095","28986","28980",
"2022-12-28 09:50","29005","28982","28980",
"2022-12-28 09:55","29024","28995","28980",
"2022-12-28 10:00","29119","29024","29218",
"2022-12-28 10:05","29018","29051","29218",
"2022-12-28 10:10","29133","29056","29218",
"2022-12-28 10:15","29253","29040","29016",
"2022-12-28 10:20","29019","29016","29016",
"2022-12-28 10:25","29086","28998","29016",
"2022-12-28 10:30","28977","28985","28908",
"2022-12-28 10:35","28988","28968","28908",
"2022-12-28 10:40","28991","28934","28908",
