Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2022-11-23 21:00","33595","33758","33592",
"2022-11-23 21:05","33596","33722","33592",
"2022-11-23 21:10","33616","33607","33592",
"2022-11-23 21:15","33543","33413","33102",
"2022-11-23 21:20","33390","33182","33102",
"2022-11-23 21:25","33250","32953","33102",
"2022-11-23 21:30","32793","32726","32402",
"2022-11-23 21:35","32723","32495","32402",
"2022-11-23 21:40","32343","32250","32402",
"2022-11-23 21:45","32188","31992","31602",
"2022-11-23 21:50","31661","31725","31602",
"2022-11-23 21:55","31385","31453","31602",
"2022-11-23 22:00","30900","31174","30943",
"2022-11-23 22:05","30723","30896","30943",
"2022-11-23 22:10","30566","30624","30943",
"2022-11-23 22:15","30356","30358","29933",
"2022-11-23 22:20","30173","30094","29933",
"2022-11-23 22:25","29816","29829","29933",
"2022-11-23 22:30","29746","29562","29263",
"2022-11-23 22:35","29431","29305","29263",
"2022-11-23 22:40","29266","29067","29263",
"2022-11-23 22:45","28949","28850","28533",
"2022-11-23 22:50","28685","28620","28533",
"2022-11-23 22:55","28494","28342","28533",
"2022-11-23 23:00","28273","28016","27605",
"2022-11-23 23:05","27967","27702","27605",
"2022-11-23 23:10","27679","27462","27605",
"2022-11-23 23:15","27489","27293","27205",
"2022-11-23 23:20","27228","27158","27205",
"2022-11-23 23:25","27001","27017","27205",
"2022-11-23 23:30","26776","26871","26505",
"2022-11-23 23:35","26628","26721","26505",
"2022-11-23 23:40","26362","26570","26505",
"2022-11-23 23:45","26060","26418","25995",
"2022-11-23 23:50","26047","26288","25995",
"2022-11-23 23:55","25722","26200","25995",
"2022-11-24 00:00","25555","26156","25743",
"2022-11-24 00:05","25763","26112","25743",
"2022-11-24 00:10","25736","26023","25743",
"2022-11-24 00:15","25715","25890","25533",
"2022-11-24 00:20","25620","25738","25533",
"2022-11-24 00:25","25367","25594","25533",
"2022-11-24 00:30","25171","25459","25043",
"2022-11-24 00:35","25145","25334","25043",
"2022-11-24 00:40","24887","25225","25043",
"2022-11-24 00:45","24679","25130","24617",
"2022-11-24 00:50","24536","25012","24617",
"2022-11-24 00:55","24417","24835","24617",
"2022-11-24 01:00","24323","24598","23920",
"2022-11-24 01:05","24439","24366","23920",
"2022-11-24 01:10","24246","24206","23920",
"2022-11-24 01:15","24273","24117","23925",
"2022-11-24 01:20","23980","24054","23925",
"2022-11-24 01:25","24148","23976","23925",
"2022-11-24 01:30","23861","23880","23623",
"2022-11-24 01:35","23718","23784","23623",
"2022-11-24 01:40","23625","23703","23623",
"2022-11-24 01:45","23599","23636","23530",
"2022-11-24 01:50","23488","23565","23530",
"2022-11-24 01:55","23239","23474","23530",
"2022-11-24 02:00","23388","23362","23131",
"2022-11-24 02:05","23409","23253","23131",
"2022-11-24 02:10","23158","23171","23131",
"2022-11-24 02:15","23126","23118","22981",
"2022-11-24 02:20","22989","23076","22981",
"2022-11-24 02:25","23077","23030","22981",
"2022-11-24 02:30","22876","22980","22851",
"2022-11-24 02:35","22703","22932","22851",
"2022-11-24 02:40","22821","22889","22851",
"2022-11-24 02:45","22918","22853","22841",
"2022-11-24 02:50","22884","22818","22841",
"2022-11-24 02:55","22942","22777","22841",
"2022-11-24 03:00","22578","22732","22688",
"2022-11-24 03:05","22645","22689","22688",
"2022-11-24 03:10","22860","22656","22688",
"2022-11-24 03:15","22815","22635","22578",
"2022-11-24 03:20","22705","22618","22578",
"2022-11-24 03:25","22609","22599","22578",
"2022-11-24 03:30","22358","22578","22598",
"2022-11-24 03:35","22698","22561","22598",
"2022-11-24 03:40","22794","22553","22598",
"2022-11-24 03:45","22648","22553","22578",
"2022-11-24 03:50","22546","22548","22578",
"2022-11-24 03:55","22582","22524","22578",
"2022-11-24 04:00","22506","22480","22457",
"2022-11-24 04:05","22544","22437","22457",
"2022-11-24 04:10","22583","22415","22457",
"2022-11-24 04:15","22428","22414","22447",
"2022-11-24 04:20","22343","22422","22447",
"2022-11-24 04:25","22559","22427","22447",
"2022-11-24 04:30","22341","22429","22487",
"2022-11-24 04:35","22552","22441","22487",
"2022-11-24 04:40","22427","22476","22487",
"2022-11-24 04:45","22541","22535","22507",
"2022-11-24 04:50","22447","22583","22507",
"2022-11-24 04:55","22637","22585","22507",
"2022-11-24 05:00","22728","22543","22991",
"2022-11-24 05:05","22882","22514","22991",
"2022-11-24 05:10","23056","22555","22991",
"2022-11-24 05:15","23068","22668","23093",
"2022-11-24 05:20","23110","22812","23093",
"2022-11-24 05:25","23185","22949","23093",
"2022-11-24 05:30","23057","23079","23451",
"2022-11-24 05:35","23366","23224","23451",
"2022-11-24 05:40","23322","23405","23451",
"2022-11-24 05:45","23302","23623","23768",
"2022-11-24 05:50","23759","23830","23768",
"2022-11-24 05:55","23756","23981","23768",
"2022-11-24 06:00","24266","24075","25022",
"2022-11-24 06:05","24893","24189","25022",
"2022-11-24 06:10","24986","24398","25022",
"2022-11-24 06:15","25264","24704","25472",
"2022-11-24 06:20","25298","25057","25472",
"2022-11-24 06:25","25493","25405","25472",
"2022-11-24 06:30","25883","25750","26352",
"2022-11-24 06:35","26432","26078","26352",
"2022-11-24 06:40","26829","26375","26352",
"2022-11-24 06:45","26726","26640","27082",
"2022-11-24 06:50","27050","26957","27082",
"2022-11-24 06:55","27406","27408","27082",
"2022-11-24 07:00","27531","27994","29062",
"2022-11-24 07:05","28169","28559","29062",
"2022-11-24 07:10","28809","28951","29062",
"2022-11-24 07:15","29181","29168","29658",
"2022-11-24 07:20","29528","29313","29658",
"2022-11-24 07:25","29913","29490","29658",
"2022-11-24 07:30","30084","29698","29918",
"2022-11-24 07:35","30323","29901","29918",
"2022-11-24 07:40","30544","30063","29918",
"2022-11-24 07:45","30577","30182","30550",
"2022-11-24 07:50","30567","30309","30550",
"2022-11-24 07:55","30649","30492","30550",
"2022-11-24 08:00","30794","30732","31421",
"2022-11-24 08:05","30871","30964","31421",
"2022-11-24 08:10","31265","31122","31421",
"2022-11-24 08:15","31415","31208","31455",
"2022-11-24 08:20","31365","31262","31455",
"2022-11-24 08:25","31635","31323","31455",
"2022-11-24 08:30","31400","31392","31534",
"2022-11-24 08:35","31529","31461","31534",
"2022-11-24 08:40","31667","31521","31534",
"2022-11-24 08:45","31607","31574","31934",
"2022-11-24 08:50","31605","31613","31934",
"2022-11-24 08:55","31636","31637","31934",
"2022-11-24 09:00","31582","31643","32000",
"2022-11-24 09:05","31654","31646","32000",
"2022-11-24 09:10","31759","31655","32000",
"2022-11-24 09:15","32011","31672","32030",
"2022-11-24 09:20","31898","31691","32030",
"2022-11-24 09:25","31906","31706","32030",
"2022-11-24 09:30","31960","31717","31790",
"2022-11-24 09:35","31911","31719","31790",
"2022-11-24 09:40","32009","31710","31790",
"2022-11-24 09:45","31934","31689","31890",
"2022-11-24 09:50","32068","31679","31890",
"2022-11-24 09:55","32089","31706","31890",
"2022-11-24 10:00","32043","31768","31952",
"2022-11-24 10:05","32035","31830","31952",
"2022-11-24 10:10","32338","31852","31952",
"2022-11-24 10:15","32411","31835","31932",
"2022-11-24 10:20","32250","31803","31932",
"2022-11-24 10:25","32175","31782","31932",
"2022-11-24 10:30","32165","31770","32232",
"2022-11-24 10:35","32091","31761","32232",
"2022-11-24 10:40","32313","31748","32232",
"2022-11-24 10:45","32370","31730","32253",
"2022-11-24 10:50","32153","31714","32253",
"2022-11-24 10:55","32035","31707","32253",
"2022-11-24 11:00","32060","31708","32166",
"2022-11-24 11:05","32202","31712","32166",
"2022-11-24 11:10","32172","31712","32166",
"2022-11-24 11:15","32241","31706","32256",
"2022-11-24 11:20","32264","31703","32256",
"2022-11-24 11:25","32280","31707","32256",
"2022-11-24 11:30","32208","31720","32306",
"2022-11-24 11:35","32341","31725","32306",
"2022-11-24 11:40","32339","31707","32306",
"2022-11-24 11:45","32251","31667","32346",
"2022-11-24 11:50","32272","31658","32346",
"2022-11-24 11:55","32067","31733","32346",
"2022-11-24 12:00","32305","31892","32333",
"2022-11-24 12:05","32325","32054","32333",
"2022-11-24 12:10","32361","32136","32333",
"2022-11-24 12:15","32392","32140","32030",
"2022-11-24 12:20","32302","32116","32030",
"2022-11-24 12:25","32461","32118","32030",
"2022-11-24 12:30","32473","32146","32125",
"2022-11-24 12:35","32430","32178","32125",
"2022-11-24 12:40","32439","32190","32125",
"2022-11-24 12:45","32456","32182","32415",
"2022-11-24 12:50","32497","32188","32415",
"2022-11-24 12:55","32539","32243","32415",
"2022-11-24 13:00","32349","32345","32826",
"2022-11-24 13:05","32590","32443","32826",
"2022-11-24 13:10","32488","32483","32826",
"2022-11-24 13:15","32592","32466","32831",
"2022-11-24 13:20","32577","32425","32831",
"2022-11-24 13:25","32564","32395","32831",
"2022-11-24 13:30","32619","32374","32764",
"2022-11-24 13:35","32519","32354","32764",
"2022-11-24 13:40","32509","32326","32764",
"2022-11-24 13:45","32467","32290","32364",
"2022-11-24 13:50","32475","32251","32364",
"2022-11-24 13:55","32343","32213","32364",
"2022-11-24 14:00","32004","32178","32282",
"2022-11-24 14:05","32253","32141","32282",
"2022-11-24 14:10","32085","32099","32282",
"2022-11-24 14:15","32247","32053","32282",
"2022-11-24 14:20","32320","32005","32282",
"2022-11-24 14:25","32210","31957","32282",
"2022-11-24 14:30","32292","31909","31982",
"2022-11-24 14:35","32129","31863","31982",
"2022-11-24 14:40","32093","31820","31982",
"2022-11-24 14:45","32066","31780","32002",
"2022-11-24 14:50","31882","31736","32002",
"2022-11-24 14:55","31955","31685","32002",
"2022-11-24 15:00","31768","31624","31699",
"2022-11-24 15:05","31426","31565","31699",
"2022-11-24 15:10","31486","31518","31699",
"2022-11-24 15:15","31579","31483","31501",
"2022-11-24 15:20","31719","31454","31501",
"2022-11-24 15:25","31429","31422","31501",
"2022-11-24 15:30","31425","31390","31301",
"2022-11-24 15:35","31556","31360","31301",
"2022-11-24 15:40","31386","31336","31301",
"2022-11-24 15:45","31382","31319","31371",
"2022-11-24 15:50","31436","31300","31371",
"2022-11-24 15:55","31200","31270","31371",
"2022-11-24 16:00","31259","31230","31382",
"2022-11-24 16:05","31351","31192","31382",
"2022-11-24 16:10","31162","31170","31382",
"2022-11-24 16:15","31078","31164","31432",
"2022-11-24 16:20","31233","31165","31432",
"2022-11-24 16:25","31132","31163","31432",
"2022-11-24 16:30","31437","31158","31332",
"2022-11-24 16:35","31362","31160","31332",
