Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2023-09-04 21:00","33361","33049","32858",
"2023-09-04 21:05","33375","33351","32858",
"2023-09-04 21:10","33441","33440","32858",
"2023-09-04 21:15","33504","33317","33616",
"2023-09-04 21:20","33411","33102","33616",
"2023-09-04 21:25","33659","32914","33616",
"2023-09-04 21:30","33421","32754","33276",
"2023-09-04 21:35","33050","32597","33276",
"2023-09-04 21:40","32757","32416","33276",
"2023-09-04 21:45","32634","32213","32387",
"2023-09-04 21:50","32492","31985","32387",
"2023-09-04 21:55","32048","31732","32387",
"2023-09-04 22:00","31584","31455","31351",
"2023-09-04 22:05","30933","31179","31351",
"2023-09-04 22:10","30573","30931","31351",
"2023-09-04 22:15","30226","30712","30863",
"2023-09-04 22:20","30138","30503","30863",
"2023-09-04 22:25","29896","30288","30863",
"2023-09-04 22:30","29709","30066","29564",
"2023-09-04 22:35","29447","29843","29564",
"2023-09-04 22:40","29122","29621","29564",
"2023-09-04 22:45","29010","29402","28953",
"2023-09-04 22:50","28809","29189","28953",
"2023-09-04 22:55","28418","28986","28953",
"2023-09-04 23:00","28193","28794","27808",
"2023-09-04 23:05","28122","28607","27808",
"2023-09-04 23:10","27781","28419","27808",
"2023-09-04 23:15","27572","28231","27208",
"2023-09-04 23:20","27343","28043","27208",
"2023-09-04 23:25","27221","27859","27208",
"2023-09-04 23:30","27108","27677","26808",
"2023-09-04 23:35","26955","27506","26808",
"2023-09-04 23:40","26779","27357","26808",
"2023-09-04 23:45","26459","27229","26198",
"2023-09-04 23:50","26222","27082","26198",
"2023-09-04 23:55","26212","26878","26198",
"2023-09-05 00:00","26005","26617","25838",
"2023-09-05 00:05","25807","26360","25838",
"2023-09-05 00:10","25840","26169","25838",
"2023-09-05 00:15","25864","26045","25713",
"2023-09-05 00:20","25836","25945","25713",
"2023-09-05 00:25","25845","25828","25713",
"2023-09-05 00:30","25566","25695","25290",
"2023-09-05 00:35","25398","25561","25290",
"2023-09-05 00:40","25189","25439","25290",
"2023-09-05 00:45","25081","25331","25083",
"2023-09-05 00:50","25081","25219","25083",
"2023-09-05 00:55","24976","25088","25083",
"2023-09-05 01:00","24755","24936","24644",
"2023-09-05 01:05","24614","24789","24644",
"2023-09-05 01:10","24650","24670","24644",
"2023-09-05 01:15","24603","24578","24429",
"2023-09-05 01:20","24590","24498","24429",
"2023-09-05 01:25","24413","24413","24429",
"2023-09-05 01:30","24442","24322","24338",
"2023-09-05 01:35","24326","24234","24338",
"2023-09-05 01:40","24221","24156","24338",
"2023-09-05 01:45","24185","24088","24109",
"2023-09-05 01:50","24141","24016","24109",
"2023-09-05 01:55","24137","23926","24109",
"2023-09-05 02:00","23820","23818","23669",
"2023-09-05 02:05","23732","23713","23669",
"2023-09-05 02:10","23759","23633","23669",
"2023-09-05 02:15","23671","23576","23621",
"2023-09-05 02:20","23575","23529","23621",
"2023-09-05 02:25","23743","23479","23621",
"2023-09-05 02:30","23657","23427","23472",
"2023-09-05 02:35","23593","23374","23472",
"2023-09-05 02:40","23510","23324","23472",
"2023-09-05 02:45","23582","23278","23332",
"2023-09-05 02:50","23348","23236","23332",
"2023-09-05 02:55","23160","23199","23332",
"2023-09-05 03:00","23126","23167","23240",
"2023-09-05 03:05","23262","23136","23240",
"2023-09-05 03:10","23482","23104","23240",
"2023-09-05 03:15","23355","23071","23178",
"2023-09-05 03:20","23258","23040","23178",
"2023-09-05 03:25","23279","23015","23178",
"2023-09-05 03:30","23226","22996","23161",
"2023-09-05 03:35","23250","22976","23161",
"2023-09-05 03:40","23129","22945","23161",
"2023-09-05 03:45","23102","22904","23066",
"2023-09-05 03:50","23035","22881","23066",
"2023-09-05 03:55","23058","22904","23066",
"2023-09-05 04:00","23018","22973","22888",
"2023-09-05 04:05","23081","23040","22888",
"2023-09-05 04:10","22920","23056","22888",
"2023-09-05 04:15","22950","23021","22908",
"2023-09-05 04:20","22959","22968","22908",
"2023-09-05 04:25","22952","22930","22908",
"2023-09-05 04:30","22870","22907","22908",
"2023-09-05 04:35","22914","22898","22908",
"2023-09-05 04:40","23095","22900","22908",
"2023-09-05 04:45","23011","22914","22908",
"2023-09-05 04:50","22931","22925","22908",
"2023-09-05 04:55","22870","22921","22908",
"2023-09-05 05:00","23018","22902","23154",
"2023-09-05 05:05","23170","22901","23154",
"2023-09-05 05:10","23042","22954","23154",
"2023-09-05 05:15","23151","23058","23250",
"2023-09-05 05:20","23171","23188","23250",
"2023-09-05 05:25","23292","23314","23250",
"2023-09-05 05:30","23309","23437","23350",
"2023-09-05 05:35","23273","23574","23350",
"2023-09-05 05:40","23349","23742","23350",
"2023-09-05 05:45","23449","23941","23760",
"2023-09-05 05:50","23708","24124","23760",
"2023-09-05 05:55","23850","24244","23760",
"2023-09-05 06:00","23950","24301","24775",
"2023-09-05 06:05","24410","24368","24775",
"2023-09-05 06:10","24787","24519","24775",
"2023-09-05 06:15","25100","24752","25275",
"2023-09-05 06:20","25205","25021","25275",
"2023-09-05 06:25","25305","25278","25275",
"2023-09-05 06:30","25477","25524","25771",
"2023-09-05 06:35","25618","25757","25771",
"2023-09-05 06:40","25871","25973","25771",
"2023-09-05 06:45","26033","26173","26275",
"2023-09-05 06:50","26105","26401","26275",
"2023-09-05 06:55","26292","26700","26275",
"2023-09-05 07:00","26647","27071","27437",
"2023-09-05 07:05","27288","27426","27437",
"2023-09-05 07:10","27751","27677","27437",
"2023-09-05 07:15","27962","27826","27944",
"2023-09-05 07:20","28134","27929","27944",
"2023-09-05 07:25","28261","28047","27944",
"2023-09-05 07:30","28324","28178","28044",
"2023-09-05 07:35","28322","28312","28044",
"2023-09-05 07:40","28472","28440","28044",
"2023-09-05 07:45","28461","28560","28414",
"2023-09-05 07:50","28535","28665","28414",
"2023-09-05 07:55","28619","28746","28414",
